Itemid,Judgement
001-71813,violation
001-189950,violation
001-189951,violation
001-189952,violation
001-189954,violation
001-190023,violation
001-190025,violation
001-189786,violation
001-116185,violation
001-115887,violation
001-142399,violation
001-60612,violation
001-60522,violation
001-60509,violation
001-97114,violation
001-97002,violation
001-97004,violation
001-96453,violation
001-96892,violation
001-96780,violation
001-96455,violation
001-96675,violation
001-89161,violation
001-89060,violation
001-89150,violation
001-89153,violation
001-88770,violation
001-88941,violation
001-88585,violation
001-88969,violation
001-112278,violation
001-112414,violation
001-112434,violation
001-111634,violation
001-112098,violation
001-112097,violation
001-112021,violation
001-111850,violation
001-111416,violation
001-203296,violation
001-203291,violation
001-203292,violation
001-203177,violation
001-203178,violation
001-203180,violation
001-203181,violation
001-203004,violation
001-203048,violation
001-103927,violation
001-103938,violation
001-103925,violation
001-103776,violation
001-103785,violation
001-103769,violation
001-103674,violation
001-103701,violation
001-103367,violation
001-103543,violation
001-103528,violation
001-92565,violation
001-92595,violation
001-92325,violation
001-92318,violation
001-92369,violation
001-84809,violation
001-84821,violation
001-84747,violation
001-84674,violation
001-84360,violation
001-84334,violation
001-84308,violation
001-84440,violation
001-84473,violation
001-109913,violation
001-109886,violation
001-109544,violation
001-109231,violation
001-101965,violation
001-101552,violation
001-196482,violation
001-196484,violation
001-196143,violation
001-196180,violation
001-195978,violation
001-195979,violation
001-195981,violation
001-187241,violation
001-187240,violation
001-77050,violation
001-76991,violation
001-67614,violation
001-68098,violation
001-67992,violation
001-61636,violation
001-59686,violation
001-177934,violation
001-177936,violation
001-164467,violation
001-164465,violation
001-57577,violation
001-181835,violation
001-181836,violation
001-181841,violation
001-181843,violation
001-181844,violation
001-181846,violation
001-181850,violation
001-181852,violation
001-181598,violation
001-181603,violation
001-155087,violation
001-141933,violation
001-141632,violation
001-141633,violation
001-141629,violation
001-141631,violation
001-141189,violation
001-58238,violation
001-58200,violation
001-147030,violation
001-147034,violation
001-147040,violation
001-147024,violation
001-147025,violation
001-146774,violation
001-146775,violation
001-146672,violation
001-122428,violation
001-122434,violation
001-122263,violation
001-122177,violation
001-121561,violation
001-120970,violation
001-171493,violation
001-171086,violation
001-171091,violation
001-170837,violation
001-170857,violation
001-170855,violation
001-170650,violation
001-170651,violation
001-158138,violation
001-157970,violation
001-157968,violation
001-157697,violation
001-158090,violation
001-157702,violation
001-157699,violation
001-61196,violation
001-61264,violation
001-168771,violation
001-168856,violation
001-168857,violation
001-168866,violation
001-168867,violation
001-168846,violation
001-168853,violation
001-168779,violation
001-156251,violation
001-156252,violation
001-105683,violation
001-105712,violation
001-105805,violation
001-105768,violation
001-105775,violation
001-105701,violation
001-105703,violation
001-105711,violation
001-105281,violation
001-105277,violation
001-105451,violation
001-105210,violation
001-105203,violation
001-114076,violation
001-113806,violation
001-113807,violation
001-113808,violation
001-113809,violation
001-113810,violation
001-113811,violation
001-90581,violation
001-90610,violation
001-90368,violation
001-90400,violation
001-90450,violation
001-90460,violation
001-90452,violation
001-90489,violation
001-90436,violation
001-98610,violation
001-98600,violation
001-98471,violation
001-98454,violation
001-98344,violation
001-98415,violation
001-98391,violation
001-98380,violation
001-98376,violation
001-187821,violation
001-187572,violation
001-187573,violation
001-187574,violation
001-187576,violation
001-187577,violation
001-187579,violation
001-187393,violation
001-187395,violation
001-187400,violation
001-187401,violation
001-75224,violation
001-75234,violation
001-75235,violation
001-75236,violation
001-75237,violation
001-75238,violation
001-75239,violation
001-75240,violation
001-75241,violation
001-75242,violation
001-75243,violation
001-75244,violation
001-75245,violation
001-75246,violation
001-75247,violation
001-75248,violation
001-75258,violation
001-75259,violation
001-75260,violation
001-75261,violation
001-75262,violation
001-75263,violation
001-75264,violation
001-75265,violation
001-73367,violation
001-73012,violation
001-73219,violation
001-73244,violation
001-73245,violation
001-73246,violation
001-73247,violation
001-73248,violation
001-73249,violation
001-73251,violation
001-73252,violation
001-73253,violation
001-73254,violation
001-73255,violation
001-73256,violation
001-73257,violation
001-73258,violation
001-73259,violation
001-73260,violation
001-73261,violation
001-73262,violation
001-73263,violation
001-73264,violation
001-73265,violation
001-73266,violation
001-82921,violation
001-82632,violation
001-82816,violation
001-82746,violation
001-82483,violation
001-82585,violation
001-82614,violation
001-82544,violation
001-82546,violation
001-82552,violation
001-82548,violation
001-69422,violation
001-69261,violation
001-69202,violation
001-69206,violation
001-69216,violation
001-69196,violation
001-69165,violation
001-78583,violation
001-78375,violation
001-78423,violation
001-78433,violation
001-78439,violation
001-184822,violation
001-184823,violation
001-185212,violation
001-185215,violation
001-184485,violation
001-184276,violation
001-206371,violation
001-206361,violation
001-206522,violation
001-200555,violation
001-200431,violation
001-200472,violation
001-200451,violation
001-200321,violation
001-200322,violation
001-200327,violation
001-200344,violation
001-200331,violation
001-200337,violation
001-200339,violation
001-200343,violation
001-200214,violation
001-103050,violation
001-103285,violation
001-103356,violation
001-103369,violation
001-103617,violation
001-103629,violation
001-103251,violation
001-103390,violation
001-103387,violation
001-103145,violation
001-103288,violation
001-111400,violation
001-111394,violation
001-111402,violation
001-111418,violation
001-111406,violation
001-111484,violation
001-86249,violation
001-86286,violation
001-86093,violation
001-86113,violation
001-86036,violation
001-75972,violation
001-75827,violation
001-75831,violation
001-75834,violation
001-75727,violation
001-75694,violation
001-75571,violation
001-75573,violation
001-75575,violation
001-75577,violation
001-75579,violation
001-75581,violation
001-75601,violation
001-75604,violation
001-75606,violation
001-75608,violation
001-75610,violation
001-75612,violation
001-75614,violation
001-75618,violation
001-75627,violation
001-75642,violation
001-75644,violation
001-66687,violation
001-66699,violation
001-66684,violation
001-138915,violation
001-138918,violation
001-138921,violation
001-138558,violation
001-138578,violation
001-138564,violation
001-152889,violation
001-152784,violation
001-152777,violation
001-152778,violation
001-167557,violation
001-168074,violation
001-168075,violation
001-167486,violation
001-167806,violation
001-167096,violation
001-166922,violation
001-180273,violation
001-180281,violation
001-180287,violation
001-179867,violation
001-179846,violation
001-179852,violation
001-179853,violation
001-179857,violation
001-179858,violation
001-179863,violation
001-179865,violation
001-179870,violation
001-59460,violation
001-59372,violation
001-59365,violation
001-61188,violation
001-61277,violation
001-108218,violation
001-107755,violation
001-107563,violation
001-100029,violation
001-99877,violation
001-99880,violation
001-99905,violation
001-99911,violation
001-99861,violation
001-99867,violation
001-99921,violation
001-99932,violation
001-99796,violation
001-99798,violation
001-99750,violation
001-193590,violation
001-193243,violation
001-193081,violation
001-192995,violation
001-91431,violation
001-91422,violation
001-91360,violation
001-91391,violation
001-91126,violation
001-91312,violation
001-91323,violation
001-83615,violation
001-83541,violation
001-83447,violation
001-83278,violation
001-83265,violation
001-83417,violation
001-83251,violation
001-83400,violation
001-83131,violation
001-83290,violation
001-83312,violation
001-83288,violation
001-160258,violation
001-159791,violation
001-159921,violation
001-173491,violation
001-173492,violation
001-173494,violation
001-173495,violation
001-173496,violation
001-173504,violation
001-173371,violation
001-173375,violation
001-173379,violation
001-173380,violation
001-173384,violation
001-173385,violation
001-173386,violation
001-173387,violation
001-173388,violation
001-173389,violation
001-173390,violation
001-173391,violation
001-173377,violation
001-173376,violation
001-173249,violation
001-173262,violation
001-118338,violation
001-118383,violation
001-118388,violation
001-117877,violation
001-145353,violation
001-145212,violation
001-145231,violation
001-145011,violation
001-58196,violation
001-58072,violation
001-58073,violation
001-150787,violation
001-150771,violation
001-150643,violation
001-150299,violation
001-150217,violation
001-127808,violation
001-127817,violation
001-127402,violation
001-127404,violation
001-127410,violation
001-127217,violation
001-127219,violation
001-127216,violation
001-127228,violation
001-126911,violation
001-126918,violation
001-126978,violation
001-126983,violation
001-67897,violation
001-67765,violation
001-67346,violation
001-76495,violation
001-76169,violation
001-76694,violation
001-76545,violation
001-76547,violation
001-76548,violation
001-76465,violation
001-75689,violation
001-84268,violation
001-92227,violation
001-92161,violation
001-92169,violation
001-92119,violation
001-92117,violation
001-92087,violation
001-92096,violation
001-92062,violation
001-92022,violation
001-91802,violation
001-91972,violation
001-91899,violation
001-91903,violation
001-91887,violation
001-194189,violation
001-194247,violation
001-194246,violation
001-194005,violation
001-194009,violation
001-98882,violation
001-98552,violation
001-98796,violation
001-98818,violation
001-98662,violation
001-98504,violation
001-107159,violation
001-107139,violation
001-107141,violation
001-107088,violation
001-106668,violation
001-178860,violation
001-178861,violation
001-178862,violation
001-178876,violation
001-178878,violation
001-178879,violation
001-178880,violation
001-178869,violation
001-178867,violation
001-178959,violation
001-166487,violation
001-163331,violation
001-165755,violation
001-61453,violation
001-61454,violation
001-59616,violation
001-59592,violation
001-59562,violation
001-60696,violation
001-60697,violation
001-58900,violation
001-58586,violation
001-58901,violation
001-174628,violation
001-174437,violation
001-174439,violation
001-174440,violation
001-174438,violation
001-174416,violation
001-161531,violation
001-161411,violation
001-161410,violation
001-160994,violation
001-120067,violation
001-119954,violation
001-119675,violation
001-58162,violation
001-97928,violation
001-97617,violation
001-97575,violation
001-97858,violation
001-97908,violation
001-97813,violation
001-97854,violation
001-90135,violation
001-90171,violation
001-89854,violation
001-89851,violation
001-89919,violation
001-90029,violation
001-89913,violation
001-89917,violation
001-89922,violation
001-115003,violation
001-204691,violation
001-106276,violation
001-157540,violation
001-157539,violation
001-170361,violation
001-170704,violation
001-170134,violation
001-170055,violation
001-170058,violation
001-170061,violation
001-170279,violation
001-170280,violation
001-170281,violation
001-170282,violation
001-170283,violation
001-170284,violation
001-58004,violation
001-189163,violation
001-189164,violation
001-188385,violation
001-188397,violation
001-188398,violation
001-188395,violation
001-188366,violation
001-188382,violation
001-188262,violation
001-82211,violation
001-82217,violation
001-82219,violation
001-81904,violation
001-81908,violation
001-81914,violation
001-72712,violation
001-72710,violation
001-72713,violation
001-72714,violation
001-72715,violation
001-72716,violation
001-72717,violation
001-72549,violation
001-72578,violation
001-72582,violation
001-79593,violation
001-79375,violation
001-79427,violation
001-79486,violation
001-79109,violation
001-70241,violation
001-70245,violation
001-70182,violation
001-70187,violation
001-70193,violation
001-70134,violation
001-70021,violation
001-183353,violation
001-183361,violation
001-183369,violation
001-183370,violation
001-183687,violation
001-183685,violation
001-95056,violation
001-95059,violation
001-95063,violation
001-95067,violation
001-95071,violation
001-95083,violation
001-94981,violation
001-94642,violation
001-87187,violation
001-86798,violation
001-86877,violation
001-87116,violation
001-86871,violation
001-86611,violation
001-86607,violation
001-86610,violation
001-86612,violation
001-86881,violation
001-86947,violation
001-86883,violation
001-86945,violation
001-110812,violation
001-110910,violation
001-110706,violation
001-102785,violation
001-102371,violation
001-102429,violation
001-102449,violation
001-202215,violation
001-202222,violation
001-201860,violation
001-189589,violation
001-189592,violation
001-189595,violation
001-189619,violation
001-189406,violation
001-189407,violation
001-189087,violation
001-189088,violation
001-189089,violation
001-189090,violation
001-189091,violation
001-189093,violation
001-189097,violation
001-72166,violation
001-72246,violation
001-72295,violation
001-72236,violation
001-72238,violation
001-72239,violation
001-72240,violation
001-72241,violation
001-81940,violation
001-81688,violation
001-169649,violation
001-169651,violation
001-169472,violation
001-169485,violation
001-169209,violation
001-169211,violation
001-169212,violation
001-169217,violation
001-169207,violation
001-157372,violation
001-157342,violation
001-89348,violation
001-89568,violation
001-89577,violation
001-89305,violation
001-89333,violation
001-89340,violation
001-97406,violation
001-97487,violation
001-97489,violation
001-97437,violation
001-97356,violation
001-97390,violation
001-97451,violation
001-97414,violation
001-97292,violation
001-97250,violation
001-97256,violation
001-97151,violation
001-106425,violation
001-205180,violation
001-205140,violation
001-205141,violation
001-204851,violation
001-204855,violation
001-115713,violation
001-115733,violation
001-115734,violation
001-115657,violation
001-115304,violation
001-115399,violation
001-115210,violation
001-115160,violation
001-115007,violation
001-115212,violation
001-114777,violation
001-114778,violation
001-114767,violation
001-87356,violation
001-87416,violation
001-87344,violation
001-87348,violation
001-87313,violation
001-95445,violation
001-95451,violation
001-95457,violation
001-95032,violation
001-95351,violation
001-201092,violation
001-201346,violation
001-200866,violation
001-200844,violation
001-200837,violation
001-200712,violation
001-200713,violation
001-200730,violation
001-200448,violation
001-102286,violation
001-102141,violation
001-102408,violation
001-102379,violation
001-102090,violation
001-101936,violation
001-102023,violation
001-102133,violation
001-102153,violation
001-102155,violation
001-102270,violation
001-101923,violation
001-101817,violation
001-101985,violation
001-101803,violation
001-110531,violation
001-110450,violation
001-110446,violation
001-110537,violation
001-110539,violation
001-110299,violation
001-110166,violation
001-70532,violation
001-70358,violation
001-70361,violation
001-70362,violation
001-70162,violation
001-70291,violation
001-79769,violation
001-79751,violation
001-79606,violation
001-182869,violation
001-182848,violation
001-182596,violation
001-182599,violation
001-182604,violation
001-182605,violation
001-182447,violation
001-182443,violation
001-182451,violation
001-166056,violation
001-164945,violation
001-164951,violation
001-165372,violation
001-165371,violation
001-164949,violation
001-164950,violation
001-164912,violation
001-178351,violation
001-178374,violation
001-178379,violation
001-61588,violation
001-61606,violation
001-61539,violation
001-61560,violation
001-91843,violation
001-91756,violation
001-91602,violation
001-91733,violation
001-91738,violation
001-91736,violation
001-84108,violation
001-83975,violation
001-83578,violation
001-83588,violation
001-83460,violation
001-107516,violation
001-107329,violation
001-107333,violation
001-107335,violation
001-107196,violation
001-99569,violation
001-99376,violation
001-99430,violation
001-99397,violation
001-99614,violation
001-99616,violation
001-99214,violation
001-99128,violation
001-99130,violation
001-99208,violation
001-99218,violation
001-99002,violation
001-99004,violation
001-195533,violation
001-195535,violation
001-195569,violation
001-194292,violation
001-194293,violation
001-194301,violation
001-194303,violation
001-194304,violation
001-76447,violation
001-76463,violation
001-76311,violation
001-76313,violation
001-76333,violation
001-76100,violation
001-76114,violation
001-76135,violation
001-75591,violation
001-76064,violation
001-76270,violation
001-76097,violation
001-76120,violation
001-76122,violation
001-76123,violation
001-76124,violation
001-76125,violation
001-76126,violation
001-76127,violation
001-76128,violation
001-75840,violation
001-75734,violation
001-67472,violation
001-67228,violation
001-67340,violation
001-67198,violation
001-58003,violation
001-58408,violation
001-126628,violation
001-126633,violation
001-126634,violation
001-126636,violation
001-126540,violation
001-126796,violation
001-126800,violation
001-126801,violation
001-150306,violation
001-150320,violation
001-150311,violation
001-149202,violation
001-148674,violation
001-149016,violation
001-121617,violation
001-121771,violation
001-120968,violation
001-121827,violation
001-121828,violation
001-146384,violation
001-146385,violation
001-146386,violation
001-146388,violation
001-146390,violation
001-205178,violation
001-205179,violation
001-58831,violation
001-58841,violation
001-60673,violation
001-162021,violation
001-161808,violation
001-161809,violation
001-161806,violation
001-161871,violation
001-161749,violation
001-161534,violation
001-161532,violation
001-175640,violation
001-175641,violation
001-175642,violation
001-175464,violation
001-175487,violation
001-175489,violation
001-175490,violation
001-175491,violation
001-175497,violation
001-175499,violation
001-175154,violation
001-174956,violation
001-174957,violation
001-174959,violation
001-174960,violation
001-174961,violation
001-174962,violation
001-174963,violation
001-174964,violation
001-174970,violation
001-174971,violation
001-174997,violation
001-193459,violation
001-193460,violation
001-193468,violation
001-193490,violation
001-193491,violation
001-193492,violation
001-100263,violation
001-100198,violation
001-99915,violation
001-108387,violation
001-83284,violation
001-83286,violation
001-83303,violation
001-82863,violation
001-82975,violation
001-82946,violation
001-82889,violation
001-82895,violation
001-91026,violation
001-91138,violation
001-91132,violation
001-90804,violation
001-90818,violation
001-90931,violation
001-90935,violation
001-90820,violation
001-90800,violation
001-90813,violation
001-90798,violation
001-179425,violation
001-179428,violation
001-179435,violation
001-179441,violation
001-179440,violation
001-179439,violation
001-179404,violation
001-179410,violation
001-166930,violation
001-166961,violation
001-168055,violation
001-168054,violation
001-168057,violation
001-166941,violation
001-166916,violation
001-166748,violation
001-61366,violation
001-61291,violation
001-61357,violation
001-59456,violation
001-59455,violation
001-58227,violation
001-152595,violation
001-152425,violation
001-152416,violation
001-152250,violation
001-152383,violation
001-151006,violation
001-127814,violation
001-127811,violation
001-127613,violation
001-75148,violation
001-145784,violation
001-145577,violation
001-146047,violation
001-146044,violation
001-145779,violation
001-145780,violation
001-145708,violation
001-145442,violation
001-145546,violation
001-145579,violation
001-119228,violation
001-119045,violation
001-119052,violation
001-118730,violation
001-118731,violation
001-118732,violation
001-118737,violation
001-118585,violation
001-118586,violation
001-118589,violation
001-118590,violation
001-118591,violation
001-118592,violation
001-118593,violation
001-118599,violation
001-118601,violation
001-60781,violation
001-60713,violation
001-58735,violation
001-58734,violation
001-174109,violation
001-174111,violation
001-174063,violation
001-174067,violation
001-173770,violation
001-173771,violation
001-173772,violation
001-160619,violation
001-160422,violation
001-58039,violation
001-188267,violation
001-187935,violation
001-187937,violation
001-187938,violation
001-187920,violation
001-187903,violation
001-82443,violation
001-82382,violation
001-72700,violation
001-72886,violation
001-73107,violation
001-73108,violation
001-73109,violation
001-73110,violation
001-73111,violation
001-73112,violation
001-73113,violation
001-73114,violation
001-73115,violation
001-73116,violation
001-73131,violation
001-73139,violation
001-73140,violation
001-73141,violation
001-73142,violation
001-73143,violation
001-73144,violation
001-73145,violation
001-73146,violation
001-72960,violation
001-72970,violation
001-72971,violation
001-72972,violation
001-72973,violation
001-72974,violation
001-72975,violation
001-72976,violation
001-72977,violation
001-72978,violation
001-72979,violation
001-72980,violation
001-72983,violation
001-72984,violation
001-72985,violation
001-72986,violation
001-72987,violation
001-72988,violation
001-72858,violation
001-114264,violation
001-105788,violation
001-98261,violation
001-98134,violation
001-98161,violation
001-98164,violation
001-98173,violation
001-98175,violation
001-98177,violation
001-98179,violation
001-98182,violation
001-98185,violation
001-98168,violation
001-98050,violation
001-98026,violation
001-98037,violation
001-98032,violation
001-98030,violation
001-97880,violation
001-97848,violation
001-90345,violation
001-90212,violation
001-90330,violation
001-90336,violation
001-90366,violation
001-90111,violation
001-90218,violation
001-156080,violation
001-156073,violation
001-156078,violation
001-156085,violation
001-156069,violation
001-156245,violation
001-155815,violation
001-156243,violation
001-155812,violation
001-155353,violation
001-155662,violation
001-168351,violation
001-168321,violation
001-110943,violation
001-110924,violation
001-102896,violation
001-102906,violation
001-102918,violation
001-102848,violation
001-102858,violation
001-102697,violation
001-102910,violation
001-102912,violation
001-199266,violation
001-199268,violation
001-200064,violation
001-199173,violation
001-199175,violation
001-199177,violation
001-198886,violation
001-198818,violation
001-198819,violation
001-198821,violation
001-94127,violation
001-94585,violation
001-94449,violation
001-94452,violation
001-94456,violation
001-94301,violation
001-94303,violation
001-94099,violation
001-94097,violation
001-94123,violation
001-94198,violation
001-86218,violation
001-86605,violation
001-86449,violation
001-86552,violation
001-86581,violation
001-86480,violation
001-86436,violation
001-86359,violation
001-79156,violation
001-79233,violation
001-78978,violation
001-79129,violation
001-78944,violation
001-78950,violation
001-78968,violation
001-78798,violation
001-69915,violation
001-183955,violation
001-185037,violation
001-185033,violation
001-184066,violation
001-183815,violation
001-183866,violation
001-183544,violation
001-183545,violation
001-183546,violation
001-183547,violation
001-183548,violation
001-183549,violation
001-183550,violation
001-183556,violation
001-183559,violation
001-183562,violation
001-183563,violation
001-183571,violation
001-183572,violation
001-183584,violation
001-183585,violation
001-183586,violation
001-141159,violation
001-141191,violation
001-140929,violation
001-140404,violation
001-140782,violation
001-140783,violation
001-154537,violation
001-182216,violation
001-61751,violation
001-61746,violation
001-61703,violation
001-61685,violation
001-163800,violation
001-163656,violation
001-163353,violation
001-177419,violation
001-177421,violation
001-177422,violation
001-177423,violation
001-177424,violation
001-177425,violation
001-177428,violation
001-177434,violation
001-177437,violation
001-177438,violation
001-177439,violation
001-177440,violation
001-177441,violation
001-177683,violation
001-158806,violation
001-158484,violation
001-158493,violation
001-158478,violation
001-158535,violation
001-158536,violation
001-171781,violation
001-171502,violation
001-171503,violation
001-171505,violation
001-171557,violation
001-171498,violation
001-171527,violation
001-171101,violation
001-171471,violation
001-171472,violation
001-171476,violation
001-171479,violation
001-171480,violation
001-171482,violation
001-171490,violation
001-59100,violation
001-61135,violation
001-61058,violation
001-58371,violation
001-122969,violation
001-123391,violation
001-122425,violation
001-147611,violation
001-147613,violation
001-147614,violation
001-147615,violation
001-147685,violation
001-147443,violation
001-147326,violation
001-147328,violation
001-147269,violation
001-147273,violation
001-147271,violation
001-88809,violation
001-88777,violation
001-88476,violation
001-88673,violation
001-88675,violation
001-88383,violation
001-88478,violation
001-96547,violation
001-96511,violation
001-96339,violation
001-104558,violation
001-104623,violation
001-104149,violation
001-204268,violation
001-203806,violation
001-203807,violation
001-203976,violation
001-203840,violation
001-203562,violation
001-203559,violation
001-203566,violation
001-203885,violation
001-112586,violation
001-112322,violation
001-112529,violation
001-112536,violation
001-60505,violation
001-58523,violation
001-58524,violation
001-142185,violation
001-142077,violation
001-142080,violation
001-142081,violation
001-142082,violation
001-142083,violation
001-141924,violation
001-115874,violation
001-115866,violation
001-115882,violation
001-115885,violation
001-115879,violation
001-115880,violation
001-115498,violation
001-115621,violation
001-71815,violation
001-71819,violation
001-71677,violation
001-71592,violation
001-71619,violation
001-71623,violation
001-71633,violation
001-71639,violation
001-70853,violation
001-71341,violation
001-71297,violation
001-71319,violation
001-71321,violation
001-71339,violation
001-81108,violation
001-81000,violation
001-80733,violation
001-191705,violation
001-191361,violation
001-191369,violation
001-191359,violation
001-186443,violation
001-186447,violation
001-186452,violation
001-186432,violation
001-68379,violation
001-68381,violation
001-68097,violation
001-77392,violation
001-77400,violation
001-77404,violation
001-85167,violation
001-85118,violation
001-85087,violation
001-84977,violation
001-92996,violation
001-92988,violation
001-92663,violation
001-92781,violation
001-92784,violation
001-92789,violation
001-92772,violation
001-195868,violation
001-195869,violation
001-101257,violation
001-101325,violation
001-101442,violation
001-101221,violation
001-101223,violation
001-100972,violation
001-109569,violation
001-109249,violation
001-109251,violation
001-109320,violation
001-109367,violation
001-109371,violation
001-109322,violation
001-109324,violation
001-58338,violation
001-60323,violation
001-113297,violation
001-113118,violation
001-202615,violation
001-202637,violation
001-202639,violation
001-104955,violation
001-104963,violation
001-104978,violation
001-95875,violation
001-95882,violation
001-95771,violation
001-95845,violation
001-95615,violation
001-87640,violation
001-87890,violation
001-87896,violation
001-88010,violation
001-87354,violation
001-87830,violation
001-80286,violation
001-80079,violation
001-80077,violation
001-80025,violation
001-70847,violation
001-70885,violation
001-70887,violation
001-70293,violation
001-192769,violation
001-192771,violation
001-192653,violation
001-192212,violation
001-192215,violation
001-192217,violation
001-192209,violation
001-116369,violation
001-116758,violation
001-144142,violation
001-144132,violation
001-186039,violation
001-186017,violation
001-186006,violation
001-186007,violation
001-185303,violation
001-77932,violation
001-78371,violation
001-78373,violation
001-78377,violation
001-78379,violation
001-78383,violation
001-78215,violation
001-78217,violation
001-78219,violation
001-78221,violation
001-78223,violation
001-78233,violation
001-78242,violation
001-78245,violation
001-69116,violation
001-69041,violation
001-69028,violation
001-68953,violation
001-68956,violation
001-68959,violation
001-108590,violation
001-108465,violation
001-108506,violation
001-108436,violation
001-108595,violation
001-100483,violation
001-100548,violation
001-100307,violation
001-100309,violation
001-197271,violation
001-196612,violation
001-196600,violation
001-196681,violation
001-196682,violation
001-93886,violation
001-93660,violation
001-93798,violation
001-93742,violation
001-93580,violation
001-93608,violation
001-85833,violation
001-85722,violation
001-85765,violation
001-85763,violation
001-85675,violation
001-181384,violation
001-181385,violation
001-181390,violation
001-181175,violation
001-181278,violation
001-181068,violation
001-181070,violation
001-181071,violation
001-181075,violation
001-181076,violation
001-181077,violation
001-181078,violation
001-181080,violation
001-181081,violation
001-181082,violation
001-153353,violation
001-153308,violation
001-152987,violation
001-152989,violation
001-139904,violation
001-139905,violation
001-139906,violation
001-139173,violation
001-61854,violation
001-61923,violation
001-61946,violation
001-61876,violation
001-61805,violation
001-61892,violation
001-61855,violation
001-176761,violation
001-162764,violation
001-162213,violation
001-162179,violation
001-162114,violation
001-57416,violation
001-57456,violation
001-172854,violation
001-172855,violation
001-172552,violation
001-172543,violation
001-172545,violation
001-159778,violation
001-159758,violation
001-159776,violation
001-159774,violation
001-159777,violation
001-159780,violation
001-159207,violation
001-159199,violation
001-159194,violation
001-159202,violation
001-159204,violation
001-60898,violation
001-59081,violation
001-58905,violation
001-148286,violation
001-148284,violation
001-148291,violation
001-126360,violation
001-126440,violation
001-126441,violation
001-57526,no-violation
001-57507,no-violation
001-57895,no-violation
001-57906,no-violation
001-58177,no-violation
001-70447,no-violation
001-57606,no-violation
001-100903,no-violation
001-108629,no-violation
001-85308,no-violation
001-93237,no-violation
001-142636,no-violation
001-142529,no-violation
001-60484,no-violation
001-112204,no-violation
001-111522,no-violation
001-57510,no-violation
001-57622,no-violation
001-67795,no-violation
001-61661,no-violation
001-61572,no-violation
001-164460,no-violation
001-155626,no-violation
001-59339,no-violation
001-59206,no-violation
001-156267,no-violation
001-105421,no-violation
001-58035,no-violation
001-78765,no-violation
001-57519,no-violation
001-57993,no-violation
001-180288,no-violation
001-59452,no-violation
001-59453,no-violation
001-59450,no-violation
001-91499,no-violation
001-91418,no-violation
001-60896,no-violation
001-60822,no-violation
001-159882,no-violation
001-127221,no-violation
001-98473,no-violation
001-98684,no-violation
001-98688,no-violation
001-58899,no-violation
001-146353,no-violation
001-114514,no-violation
001-170285,no-violation
001-170286,no-violation
001-79488,no-violation
001-70170,no-violation
001-86980,no-violation
001-110717,no-violation
001-57558,no-violation
001-72035,no-violation
001-81476,no-violation
001-57705,no-violation
001-57713,no-violation
