Itemid,Judgement
001-75189,violation
001-145700,violation
001-119055,violation
001-173778,violation
001-58044,violation
001-188274,violation
001-187940,violation
001-187930,violation
001-82453,violation
001-57789,violation
001-105777,violation
001-105825,violation
001-105715,violation
001-98121,violation
001-98064,violation
001-97963,violation
001-97969,violation
001-98075,violation
001-98077,violation
001-90235,violation
001-90248,violation
001-90348,violation
001-90356,violation
001-90234,violation
001-89962,violation
001-155372,violation
001-167828,violation
001-168372,violation
001-110881,violation
001-103027,violation
001-198806,violation
001-198808,violation
001-79245,violation
001-78876,violation
001-78603,violation
001-78892,violation
001-69835,violation
001-183814,violation
001-184064,violation
001-184289,violation
001-183866,violation
001-184130,violation
001-140771,violation
001-155005,violation
001-58245,violation
001-182228,violation
001-182234,violation
001-181879,violation
001-163668,violation
001-163354,violation
001-177868,violation
001-177349,violation
001-177214,violation
001-177215,violation
001-158861,violation
001-158468,violation
001-171773,violation
001-171525,violation
001-61105,violation
001-122374,violation
001-147445,violation
001-147284,violation
001-147276,violation
001-147272,violation
001-96157,violation
001-104539,violation
001-104541,violation
001-104265,violation
001-104281,violation
001-103951,violation
001-203837,violation
001-203811,violation
001-112446,violation
001-112306,violation
001-57854,violation
001-60532,violation
001-58508,violation
001-115705,violation
001-192010,violation
001-80998,violation
001-191941,violation
001-191360,violation
001-191480,violation
001-186682,violation
001-186683,violation
001-186433,violation
001-186436,violation
001-186437,violation
001-186383,violation
001-186384,violation
001-186386,violation
001-186387,violation
001-186422,violation
001-186423,violation
001-68224,violation
001-68504,violation
001-68084,violation
001-67816,violation
001-76947,violation
001-85010,violation
001-84828,violation
001-92663,violation
001-195605,violation
001-101179,violation
001-101017,violation
001-109189,violation
001-109034,violation
001-58587,violation
001-58365,violation
001-58364,violation
001-58338,violation
001-60333,violation
001-60325,violation
001-113410,violation
001-113542,violation
001-113299,violation
001-202762,violation
001-202634,violation
001-202540,violation
001-104977,violation
001-95799,violation
001-95801,violation
001-95810,violation
001-87404,violation
001-70816,violation
001-70530,violation
001-192769,violation
001-192771,violation
001-192424,violation
001-192468,violation
001-192203,violation
001-116372,violation
001-142969,violation
001-186036,violation
001-186008,violation
001-186012,violation
001-186022,violation
001-186026,violation
001-185293,violation
001-185307,violation
001-77843,violation
001-69091,violation
001-57716,violation
001-108604,violation
001-108433,violation
001-100551,violation
001-100553,violation
001-100555,violation
001-100557,violation
001-197216,violation
001-197208,violation
001-197211,violation
001-93417,violation
001-93161,violation
001-181381,violation
001-181203,violation
001-180832,violation
001-153307,violation
001-139899,violation
001-139901,violation
001-139724,violation
001-61930,violation
001-176816,violation
001-162200,violation
001-57432,violation
001-173098,violation
001-172458,violation
001-159607,violation
001-60940,violation
001-58829,violation
001-58817,violation
001-57891,violation
001-126361,violation
001-57494,no-violation
001-57513,no-violation
001-177077,no-violation
001-139989,no-violation
001-139991,no-violation
001-140016,no-violation
001-153803,no-violation
001-60974,no-violation
001-113137,no-violation
001-96074,no-violation
001-57821,no-violation
001-92865,no-violation
001-186117,no-violation
001-186118,no-violation
001-186119,no-violation
001-186123,no-violation
001-81066,no-violation
001-70956,no-violation
001-142674,no-violation
001-58516,no-violation
001-111626,no-violation
001-111524,no-violation
001-111526,no-violation
001-57866,no-violation
001-57623,no-violation
001-83870,no-violation
001-101562,no-violation
001-187188,no-violation
001-186788,no-violation
001-177695,no-violation
001-164526,no-violation
001-58222,no-violation
001-57926,no-violation
001-170858,no-violation
001-157760,no-violation
001-61207,no-violation
001-61075,no-violation
001-59207,no-violation
001-168703,no-violation
001-156272,no-violation
001-57779,no-violation
001-105275,no-violation
001-113386,no-violation
001-78569,no-violation
001-206352,no-violation
001-103120,no-violation
001-57519,no-violation
001-58909,no-violation
001-138567,no-violation
001-166939,no-violation
001-91357,no-violation
001-117683,no-violation
001-58196,no-violation
001-58279,no-violation
001-150673,no-violation
001-92246,no-violation
001-97121,no-violation
001-91706,no-violation
001-179218,no-violation
001-178701,no-violation
001-58737,no-violation
001-174404,no-violation
001-161366,no-violation
001-119969,no-violation
001-170385,no-violation
001-57879,no-violation
001-188987,no-violation
001-57430,no-violation
001-157282,no-violation
001-89307,no-violation
001-106178,no-violation
001-115211,no-violation
001-115013,no-violation
001-95318,no-violation
001-95329,no-violation
001-200839,no-violation
001-200435,no-violation
001-102322,no-violation
001-57648,no-violation
001-57491,no-violation
001-79568,no-violation
001-182443,no-violation
001-82846,no-violation
001-107446,no-violation
001-58080,no-violation
001-126635,no-violation
001-126629,no-violation
001-161898,no-violation
001-174996,no-violation
001-175121,no-violation
001-175180,no-violation
001-58262,no-violation
001-128039,no-violation
001-61942,no-violation
001-119244,no-violation
001-58167,no-violation
001-60724,no-violation
001-174314,no-violation
001-160623,no-violation
001-57897,no-violation
001-114273,no-violation
001-105766,no-violation
001-98062,no-violation
001-155974,no-violation
001-155105,no-violation
001-102837,no-violation
001-102804,no-violation
001-86456,no-violation
001-57487,no-violation
001-69398,no-violation
001-183565,no-violation
001-140395,no-violation
001-61686,no-violation
001-163822,no-violation
001-158709,no-violation
001-158467,no-violation
001-158279,no-violation
001-61168,no-violation
001-61127,no-violation
001-61080,no-violation
001-122373,no-violation
001-122787,no-violation
001-147623,no-violation
001-112570,no-violation
001-112165,no-violation
001-112432,no-violation
001-112467,no-violation
001-57499,no-violation
001-70662,no-violation
001-67818,no-violation
001-85085,no-violation
001-85152,no-violation
001-109140,no-violation
001-109046,no-violation
001-104933,no-violation
001-88063,no-violation
001-87592,no-violation
001-70113,no-violation
001-192785,no-violation
001-77930,no-violation
001-108582,no-violation
001-108689,no-violation
001-181211,no-violation
001-61861,no-violation
001-159886,no-violation
001-58087,no-violation
