Itemid,Judgement
001-96333,violation
001-96351,violation
001-96387,violation
001-96218,violation
001-96158,violation
001-96160,violation
001-96162,violation
001-96167,violation
001-96174,violation
001-96264,violation
001-96025,violation
001-96035,violation
001-96095,violation
001-96098,violation
001-96104,violation
001-96225,violation
001-96109,violation
001-96112,violation
001-96140,violation
001-96143,violation
001-96147,violation
001-96151,violation
001-96164,violation
001-96173,violation
001-96181,violation
001-96185,violation
001-96189,violation
001-96191,violation
001-96193,violation
001-96195,violation
001-96210,violation
001-96216,violation
001-96222,violation
001-96417,violation
001-96430,violation
001-96023,violation
001-96037,violation
001-96039,violation
001-96041,violation
001-96089,violation
001-96093,violation
001-96101,violation
001-95959,violation
001-96009,violation
001-95999,violation
001-95896,violation
001-57839,violation
001-57842,violation
001-60424,violation
001-60174,violation
001-60168,violation
001-60428,violation
001-60395,violation
001-60423,violation
001-60420,violation
001-60335,violation
001-60336,violation
001-60309,violation
001-60035,violation
001-58588,violation
001-58367,violation
001-58406,violation
001-58570,violation
001-57651,violation
001-198641,violation
001-198483,violation
001-198461,violation
001-198463,violation
001-198466,violation
001-198468,violation
001-198389,violation
001-100966,violation
001-101040,violation
001-101010,violation
001-101083,violation
001-100881,violation
001-101181,violation
001-101185,violation
001-101191,violation
001-101193,violation
001-101200,violation
001-101204,violation
001-101248,violation
001-101252,violation
001-101259,violation
001-101266,violation
001-101272,violation
001-101277,violation
001-101286,violation
001-101301,violation
001-101316,violation
001-101225,violation
001-101227,violation
001-101229,violation
001-100795,violation
001-100798,violation
001-100693,violation
001-100899,violation
001-100709,violation
001-101141,violation
001-100960,violation
001-100413,violation
001-100980,violation
001-101019,violation
001-100500,violation
001-109044,violation
001-109146,violation
001-108961,violation
001-108971,violation
001-108963,violation
001-109124,violation
001-109126,violation
001-109132,violation
001-108690,violation
001-108973,violation
001-109052,violation
001-109062,violation
001-109050,violation
001-108856,violation
001-108629,violation
001-108967,violation
001-108990,violation
001-85557,violation
001-85561,violation
001-85563,violation
001-85565,violation
001-85567,violation
001-85569,violation
001-85571,violation
001-85575,violation
001-85581,violation
001-85609,violation
001-85480,violation
001-85489,violation
001-85532,violation
001-85534,violation
001-85444,violation
001-85131,violation
001-85129,violation
001-85458,violation
001-85460,violation
001-85464,violation
001-85470,violation
001-85472,violation
001-85482,violation
001-84935,violation
001-85349,violation
001-85351,violation
001-85357,violation
001-85361,violation
001-85354,violation
001-85334,violation
001-85297,violation
001-85302,violation
001-85304,violation
001-85310,violation
001-85312,violation
001-93358,violation
001-93368,violation
001-93360,violation
001-93260,violation
001-93246,violation
001-93248,violation
001-93256,violation
001-93252,violation
001-93222,violation
001-93077,violation
001-93079,violation
001-93084,violation
001-93088,violation
001-93155,violation
001-93093,violation
001-93095,violation
001-93101,violation
001-93105,violation
001-93107,violation
001-93109,violation
001-93111,violation
001-93113,violation
001-93115,violation
001-93117,violation
001-93119,violation
001-93123,violation
001-93135,violation
001-92963,violation
001-92965,violation
001-186426,violation
001-186429,violation
001-186381,violation
001-186114,violation
001-186125,violation
001-186127,violation
001-186120,violation
001-186121,violation
001-186122,violation
001-186132,violation
001-68940,violation
001-68884,violation
001-68734,violation
001-68736,violation
001-68754,violation
001-68840,violation
001-68842,violation
001-68846,violation
001-68838,violation
001-68844,violation
001-68775,violation
001-78989,violation
001-68717,violation
001-68719,violation
001-68721,violation
001-68723,violation
001-68580,violation
001-68578,violation
001-68673,violation
001-68644,violation
001-68516,violation
001-77850,violation
001-78044,violation
001-78060,violation
001-77986,violation
001-77997,violation
001-77912,violation
001-77919,violation
001-77934,violation
001-77940,violation
001-77949,violation
001-77953,violation
001-77957,violation
001-77565,violation
001-77846,violation
001-77852,violation
001-77856,violation
001-77858,violation
001-77661,violation
001-77670,violation
001-77796,violation
001-77798,violation
001-77802,violation
001-77805,violation
001-77817,violation
001-77821,violation
001-77835,violation
001-77780,violation
001-77738,violation
001-77740,violation
001-77743,violation
001-77747,violation
001-77751,violation
001-77755,violation
001-77759,violation
001-77578,violation
001-77698,violation
001-81197,violation
001-81193,violation
001-81401,violation
001-81403,violation
001-81405,violation
001-81411,violation
001-81413,violation
001-81415,violation
001-81417,violation
001-81421,violation
001-81423,violation
001-81425,violation
001-81429,violation
001-81427,violation
001-81366,violation
001-81368,violation
001-81370,violation
001-81203,violation
001-81140,violation
001-81325,violation
001-81344,violation
001-81350,violation
001-81191,violation
001-81195,violation
001-81202,violation
001-81120,violation
001-81205,violation
001-81207,violation
001-81240,violation
001-81242,violation
001-81246,violation
001-81250,violation
001-81252,violation
001-81254,violation
001-81257,violation
001-81274,violation
001-81144,violation
001-80910,violation
001-80914,violation
001-81071,violation
001-81073,violation
001-81110,violation
001-72164,violation
001-72154,violation
001-72156,violation
001-72158,violation
001-72160,violation
001-72559,violation
001-71946,violation
001-72111,violation
001-72113,violation
001-72114,violation
001-72037,violation
001-72039,violation
001-72043,violation
001-72048,violation
001-72050,violation
001-71938,violation
001-71940,violation
001-71498,violation
001-71813,violation
001-189951,violation
001-189952,violation
001-189953,violation
001-189954,violation
001-189955,violation
001-189959,violation
001-189961,violation
001-189962,violation
001-190028,violation
001-190023,violation
001-191068,violation
001-189786,violation
001-189740,violation
001-189741,violation
001-189760,violation
001-189764,violation
001-189732,violation
001-189733,violation
001-189735,violation
001-189736,violation
001-189729,violation
001-116183,violation
001-116179,violation
001-116185,violation
001-116326,violation
001-116327,violation
001-116129,violation
001-115871,violation
001-115877,violation
001-142670,violation
001-142841,violation
001-142515,violation
001-142518,violation
001-142526,violation
001-142527,violation
001-142400,violation
001-142420,violation
001-142401,violation
001-142402,violation
001-142403,violation
001-142404,violation
001-142405,violation
001-142410,violation
001-142411,violation
001-142412,violation
001-142413,violation
001-142465,violation
001-142637,violation
001-142504,violation
001-142306,violation
001-58796,violation
001-58494,violation
001-58742,violation
001-58469,violation
001-58461,violation
001-58538,violation
001-58782,violation
001-58526,violation
001-58743,violation
001-58451,violation
001-58608,violation
001-58741,violation
001-60557,violation
001-60613,violation
001-60600,violation
001-60602,violation
001-60521,violation
001-60568,violation
001-60571,violation
001-60579,violation
001-60558,violation
001-60449,violation
001-60471,violation
001-60494,violation
001-60511,violation
001-60512,violation
001-97114,violation
001-97054,violation
001-97058,violation
001-97062,violation
001-97064,violation
001-97108,violation
001-96996,violation
001-97002,violation
001-97004,violation
001-96865,violation
001-96867,violation
001-96869,violation
001-96947,violation
001-96951,violation
001-96953,violation
001-96888,violation
001-96892,violation
001-96705,violation
001-96673,violation
001-96737,violation
001-96739,violation
001-96741,violation
001-96743,violation
001-96745,violation
001-96780,violation
001-96795,violation
001-96805,violation
001-96807,violation
001-96682,violation
001-96701,violation
001-96703,violation
001-96675,violation
001-96687,violation
001-96610,violation
001-89062,violation
001-88888,violation
001-89011,violation
001-89031,violation
001-89034,violation
001-89038,violation
001-89040,violation
001-89050,violation
001-89056,violation
001-89060,violation
001-89138,violation
001-89150,violation
001-89153,violation
001-88957,violation
001-89108,violation
001-89113,violation
001-89116,violation
001-89120,violation
001-89126,violation
001-89128,violation
001-89169,violation
001-89184,violation
001-88820,violation
001-88780,violation
001-88921,violation
001-88941,violation
001-88564,violation
001-88836,violation
001-88883,violation
001-88890,violation
001-88892,violation
001-88897,violation
001-88901,violation
001-88904,violation
001-112278,violation
001-112414,violation
001-112416,violation
001-112476,violation
001-112434,violation
001-112468,violation
001-112402,violation
001-112090,violation
001-112102,violation
001-112086,violation
001-112099,violation
001-112103,violation
001-111840,violation
001-111981,violation
001-111839,violation
001-111583,violation
001-111987,violation
001-111985,violation
001-111591,violation
001-111586,violation
001-111657,violation
001-111525,violation
001-203307,violation
001-203188,violation
001-203167,violation
001-203156,violation
001-203176,violation
001-203004,violation
001-203048,violation
001-203050,violation
001-103927,violation
001-103929,violation
001-103938,violation
001-103776,violation
001-103763,violation
001-103765,violation
001-103785,violation
001-103996,violation
001-103936,violation
001-103940,violation
001-103944,violation
001-103663,violation
001-103690,violation
001-103694,violation
001-103625,violation
001-103896,violation
001-103598,violation
001-103790,violation
001-103654,violation
001-103667,violation
001-103669,violation
001-103671,violation
001-103701,violation
001-103367,violation
001-103415,violation
001-103707,violation
001-103709,violation
001-103713,violation
001-103522,violation
001-103530,violation
001-57884,violation
001-57873,violation
001-57867,violation
001-57424,violation
001-57469,violation
001-57597,violation
001-57420,violation
001-57530,violation
001-57512,violation
001-57629,violation
001-57631,violation
001-57624,violation
001-57638,violation
001-57612,violation
001-92615,violation
001-92565,violation
001-92584,violation
001-92418,violation
001-92582,violation
001-92567,violation
001-92570,violation
001-92316,violation
001-92491,violation
001-92429,violation
001-92508,violation
001-92522,violation
001-92526,violation
001-92408,violation
001-92233,violation
001-92387,violation
001-84850,violation
001-84852,violation
001-84854,violation
001-84856,violation
001-84672,violation
001-84807,violation
001-84813,violation
001-84824,violation
001-84846,violation
001-84811,violation
001-84826,violation
001-84805,violation
001-84809,violation
001-84815,violation
001-84817,violation
001-84821,violation
001-84752,violation
001-84756,violation
001-84743,violation
001-84749,violation
001-84475,violation
001-84674,violation
001-84690,violation
001-84595,violation
001-84684,violation
001-84593,violation
001-84618,violation
001-84621,violation
001-84682,violation
001-84360,violation
001-84373,violation
001-84421,violation
001-84572,violation
001-84578,violation
001-84591,violation
001-84446,violation
001-84471,violation
001-84467,violation
001-84456,violation
001-84533,violation
001-84440,violation
001-84473,violation
001-84369,violation
001-109881,violation
001-109565,violation
001-109917,violation
001-109335,violation
001-109547,violation
001-109550,violation
001-109343,violation
001-109359,violation
001-109377,violation
001-101891,violation
001-101807,violation
001-101568,violation
001-101769,violation
001-101862,violation
001-101868,violation
001-101872,violation
001-101994,violation
001-101996,violation
001-101959,violation
001-101965,violation
001-101979,violation
001-101799,violation
001-101838,violation
001-101647,violation
001-101657,violation
001-101674,violation
001-101859,violation
001-101865,violation
001-101584,violation
001-101684,violation
001-101682,violation
001-101491,violation
001-101774,violation
001-101776,violation
001-101594,violation
001-101552,violation
001-101314,violation
001-101321,violation
001-101489,violation
001-196375,violation
001-196372,violation
001-196412,violation
001-196419,violation
001-196423,violation
001-196406,violation
001-196485,violation
001-196149,violation
001-196143,violation
001-196145,violation
001-196151,violation
001-196177,violation
001-196178,violation
001-196179,violation
001-196180,violation
001-196174,violation
001-195990,violation
001-195991,violation
001-195975,violation
001-195985,violation
001-187510,violation
001-187482,violation
001-187457,violation
001-187462,violation
001-187419,violation
001-187199,violation
001-187244,violation
001-187194,violation
001-187195,violation
001-187250,violation
001-187248,violation
001-186785,violation
001-186770,violation
001-186773,violation
001-76964,violation
001-76956,violation
001-77056,violation
001-77062,violation
001-77066,violation
001-77052,violation
001-77050,violation
001-77046,violation
001-76991,violation
001-76993,violation
001-76942,violation
001-76948,violation
001-76950,violation
001-76748,violation
001-68166,violation
001-68231,violation
001-68234,violation
001-68119,violation
001-68114,violation
001-68152,violation
001-68110,violation
001-68112,violation
001-68116,violation
001-67990,violation
001-67988,violation
001-67980,violation
001-68098,violation
001-67917,violation
001-67992,violation
001-67948,violation
001-67950,violation
001-67915,violation
001-67580,violation
001-61693,violation
001-61687,violation
001-61682,violation
001-61683,violation
001-61684,violation
001-61668,violation
001-61671,violation
001-61672,violation
001-61673,violation
001-61678,violation
001-61670,violation
001-61647,violation
001-61659,violation
001-61651,violation
001-61654,violation
001-61652,violation
001-61653,violation
001-61550,violation
001-61643,violation
001-61644,violation
001-61600,violation
001-59987,violation
001-59983,violation
001-59984,violation
001-59880,violation
001-59884,violation
001-59690,violation
001-59853,violation
001-59876,violation
001-59723,violation
001-178174,violation
001-178177,violation
001-177690,violation
001-177656,violation
001-177665,violation
001-177654,violation
001-177655,violation
001-177667,violation
001-177668,violation
001-177669,violation
001-177672,violation
001-177673,violation
001-164658,violation
001-164662,violation
001-164664,violation
001-164459,violation
001-164461,violation
001-164199,violation
001-163113,violation
001-164165,violation
001-164314,violation
001-164313,violation
001-164200,violation
001-164198,violation
001-164515,violation
001-164194,violation
001-163910,violation
001-163912,violation
001-163914,violation
001-163799,violation
001-164449,violation
001-163805,violation
001-57553,violation
001-57609,violation
001-57554,violation
001-57577,violation
001-57540,violation
001-57422,violation
001-57489,violation
001-57463,violation
001-181833,violation
001-181834,violation
001-181838,violation
001-181843,violation
001-181844,violation
001-181851,violation
001-181594,violation
001-181587,violation
001-181592,violation
001-181593,violation
001-181601,violation
001-181602,violation
001-181609,violation
001-181603,violation
001-181604,violation
001-155374,violation
001-155357,violation
001-155371,violation
001-155370,violation
001-155199,violation
001-155626,violation
001-155187,violation
001-155195,violation
001-155088,violation
001-155087,violation
001-155102,violation
001-155101,violation
001-155104,violation
001-155097,violation
001-155099,violation
001-155084,violation
001-155085,violation
001-155091,violation
001-141933,violation
001-141910,violation
001-141912,violation
001-141626,violation
001-141624,violation
001-141635,violation
001-141781,violation
001-141629,violation
001-141631,violation
001-141763,violation
001-141371,violation
001-141368,violation
001-141200,violation
001-141202,violation
001-58203,violation
001-58204,violation
001-58234,violation
001-58235,violation
001-58220,violation
001-58221,violation
001-58209,violation
001-58197,violation
001-58195,violation
001-58202,violation
001-57952,violation
001-57958,violation
001-57962,violation
001-57960,violation
001-57963,violation
001-58124,violation
001-147016,violation
001-147015,violation
001-147028,violation
001-147047,violation
001-147022,violation
001-147024,violation
001-147025,violation
001-146774,violation
001-147018,violation
001-147011,violation
001-146770,violation
001-146701,violation
001-146540,violation
001-146672,violation
001-146705,violation
001-122428,violation
001-122434,violation
001-122185,violation
001-122184,violation
001-122177,violation
001-122178,violation
001-121770,violation
001-121774,violation
001-120967,violation
001-171086,violation
001-171089,violation
001-171093,violation
001-170839,violation
001-170857,violation
001-170884,violation
001-170647,violation
001-170648,violation
001-170649,violation
001-170650,violation
001-170651,violation
001-170593,violation
001-170462,violation
001-170453,violation
001-158157,violation
001-158136,violation
001-158191,violation
001-158177,violation
001-158179,violation
001-158178,violation
001-158085,violation
001-158035,violation
001-158036,violation
001-158037,violation
001-157698,violation
001-157705,violation
001-157700,violation
001-157703,violation
001-157704,violation
001-157702,violation
001-157699,violation
001-157707,violation
001-61196,violation
001-61246,violation
001-61174,violation
001-61169,violation
001-61150,violation
001-61149,violation
001-61275,violation
001-61279,violation
001-61280,violation
001-61281,violation
001-61282,violation
001-61283,violation
001-61284,violation
001-61285,violation
001-61286,violation
001-61287,violation
001-61288,violation
001-61273,violation
001-61210,violation
001-61213,violation
001-61253,violation
001-61254,violation
001-61142,violation
001-61121,violation
001-61222,violation
001-61223,violation
001-61224,violation
001-61225,violation
001-61226,violation
001-61227,violation
001-61178,violation
001-61211,violation
001-61212,violation
001-59424,violation
001-59432,violation
001-59434,violation
001-59435,violation
001-59439,violation
001-59222,violation
001-59403,violation
001-59211,violation
001-59347,violation
001-59167,violation
001-169057,violation
001-169055,violation
001-168860,violation
001-168857,violation
001-168865,violation
001-168846,violation
001-168850,violation
001-168759,violation
001-168762,violation
001-168764,violation
001-168776,violation
001-168779,violation
001-168699,violation
001-156499,violation
001-156254,violation
001-156260,violation
001-156272,violation
001-156269,violation
001-156270,violation
001-156253,violation
001-156252,violation
001-57814,violation
001-57807,violation
001-57779,violation
001-57778,violation
001-57782,violation
001-57783,violation
001-105748,violation
001-105770,violation
001-105685,violation
001-105378,violation
001-105805,violation
001-105634,violation
001-105653,violation
001-105478,violation
001-105768,violation
001-105775,violation
001-105679,violation
001-105701,violation
001-105703,violation
001-105711,violation
001-105507,violation
001-105513,violation
001-105622,violation
001-105413,violation
001-105178,violation
001-105453,violation
001-105455,violation
001-105516,violation
001-105524,violation
001-105451,violation
001-105215,violation
001-105183,violation
001-105164,violation
001-105394,violation
001-105114,violation
001-105309,violation
001-114241,violation
001-113929,violation
001-113921,violation
001-113930,violation
001-113934,violation
001-113978,violation
001-113805,violation
001-113806,violation
001-113807,violation
001-113808,violation
001-113809,violation
001-113810,violation
001-113811,violation
001-113777,violation
001-113780,violation
001-113722,violation
001-113300,violation
001-113783,violation
001-90581,violation
001-90677,violation
001-90579,violation
001-90702,violation
001-90706,violation
001-90718,violation
001-90747,violation
001-90749,violation
001-90759,violation
001-90761,violation
001-90763,violation
001-90765,violation
001-90779,violation
001-90781,violation
001-90418,violation
001-90553,violation
001-90559,violation
001-90606,violation
001-90629,violation
001-90631,violation
001-90634,violation
001-90608,violation
001-90501,violation
001-90539,violation
001-90541,violation
001-90549,violation
001-90561,violation
001-90563,violation
001-90565,violation
001-90569,violation
001-90573,violation
001-90577,violation
001-90583,violation
001-90585,violation
001-90588,violation
001-90592,violation
001-90368,violation
001-90398,violation
001-90400,violation
001-90440,violation
001-90446,violation
001-90450,violation
001-90454,violation
001-90457,violation
001-90461,violation
001-90464,violation
001-90470,violation
001-90486,violation
001-90408,violation
001-90445,violation
001-98598,violation
001-98613,violation
001-98471,violation
001-98401,violation
001-98447,violation
001-98437,violation
001-98454,violation
001-98338,violation
001-98395,violation
001-98349,violation
001-98327,violation
001-98335,violation
001-98388,violation
001-98397,violation
001-98415,violation
001-98391,violation
001-98405,violation
001-98383,violation
001-97879,violation
001-98361,violation
001-98365,violation
001-98379,violation
001-187821,violation
001-187831,violation
001-187833,violation
001-187688,violation
001-187738,violation
001-187572,violation
001-187573,violation
001-187574,violation
001-187575,violation
001-187576,violation
001-187577,violation
001-187579,violation
001-187602,violation
001-187595,violation
001-187597,violation
001-187600,violation
001-187802,violation
001-187393,violation
001-187363,violation
001-187395,violation
001-187396,violation
001-187394,violation
001-187399,violation
001-187400,violation
001-187401,violation
001-187402,violation
001-187468,violation
001-73294,violation
001-73297,violation
001-75101,violation
001-75224,violation
001-75234,violation
001-75235,violation
001-75236,violation
001-75237,violation
001-75238,violation
001-75239,violation
001-75240,violation
001-75241,violation
001-75242,violation
001-75243,violation
001-75244,violation
001-75245,violation
001-75246,violation
001-75247,violation
001-75248,violation
001-75258,violation
001-75259,violation
001-75260,violation
001-75261,violation
001-75262,violation
001-75263,violation
001-75264,violation
001-75265,violation
001-75152,violation
001-75155,violation
001-75160,violation
001-75168,violation
001-72629,violation
001-73173,violation
001-75107,violation
001-73365,violation
001-73373,violation
001-73367,violation
001-73128,violation
001-73219,violation
001-73244,violation
001-73245,violation
001-73246,violation
001-73247,violation
001-73248,violation
001-73249,violation
001-73251,violation
001-73252,violation
001-73253,violation
001-73254,violation
001-73255,violation
001-73256,violation
001-73257,violation
001-73258,violation
001-73259,violation
001-73260,violation
001-73261,violation
001-73262,violation
001-73263,violation
001-73264,violation
001-73265,violation
001-73266,violation
001-73321,violation
001-73331,violation
001-73325,violation
001-82901,violation
001-82903,violation
001-82915,violation
001-82921,violation
001-82923,violation
001-82820,violation
001-82829,violation
001-82816,violation
001-82581,violation
001-82724,violation
001-82730,violation
001-82734,violation
001-82736,violation
001-82738,violation
001-82740,violation
001-82742,violation
001-82744,violation
001-82746,violation
001-82748,violation
001-82750,violation
001-82752,violation
001-82656,violation
001-82483,violation
001-82585,violation
001-82587,violation
001-82591,violation
001-82593,violation
001-82595,violation
001-82599,violation
001-82605,violation
001-82610,violation
001-82612,violation
001-82614,violation
001-82425,violation
001-82552,violation
001-82568,violation
001-82485,violation
001-82501,violation
001-82503,violation
001-82506,violation
001-58037,violation
001-58030,violation
001-57900,violation
001-57902,violation
001-57892,violation
001-69529,violation
001-69634,violation
001-69638,violation
001-69632,violation
001-69602,violation
001-69457,violation
001-69471,violation
001-69422,violation
001-69416,violation
001-69420,violation
001-69261,violation
001-69120,violation
001-69396,violation
001-69354,violation
001-69212,violation
001-69321,violation
001-69323,violation
001-69165,violation
001-69131,violation
001-78283,violation
001-78794,violation
001-78796,violation
001-78157,violation
001-78569,violation
001-78595,violation
001-78765,violation
001-78807,violation
001-78821,violation
001-78836,violation
001-78838,violation
001-78849,violation
001-78851,violation
001-78578,violation
001-78583,violation
001-78587,violation
001-78604,violation
001-78605,violation
001-78606,violation
001-78375,violation
001-78522,violation
001-78524,violation
001-78528,violation
001-78530,violation
001-78534,violation
001-78537,violation
001-78539,violation
001-78547,violation
001-78549,violation
001-78551,violation
001-78553,violation
001-78555,violation
001-78526,violation
001-78431,violation
001-78433,violation
001-78437,violation
001-78439,violation
001-78441,violation
001-78443,violation
001-78447,violation
001-184815,violation
001-184816,violation
001-184817,violation
001-184822,violation
001-184823,violation
001-185213,violation
001-184811,violation
001-185191,violation
001-184650,violation
001-184666,violation
001-184657,violation
001-184658,violation
001-184489,violation
001-184492,violation
001-184504,violation
001-184493,violation
001-184494,violation
001-184273,violation
001-206513,violation
001-206510,violation
001-206901,violation
001-206502,violation
001-206504,violation
001-206505,violation
001-206368,violation
001-206370,violation
001-206371,violation
001-206521,violation
001-206523,violation
001-206524,violation
001-206359,violation
001-206362,violation
001-206342,violation
001-206347,violation
001-206353,violation
001-206271,violation
001-206274,violation
001-206582,violation
001-206264,violation
001-206200,violation
001-206201,violation
001-200438,violation
001-200434,violation
001-200441,violation
001-200443,violation
001-200548,violation
001-200551,violation
001-200545,violation
001-200555,violation
001-200557,violation
001-200432,violation
001-200430,violation
001-200558,violation
001-200312,violation
001-200314,violation
001-200318,violation
001-200322,violation
001-200323,violation
001-200328,violation
001-200316,violation
001-200351,violation
001-200330,violation
001-200331,violation
001-200210,violation
001-200214,violation
001-200044,violation
001-103285,violation
001-103426,violation
001-103413,violation
001-103611,violation
001-103613,violation
001-103615,violation
001-103617,violation
001-103623,violation
001-103629,violation
001-103279,violation
001-103262,violation
001-103424,violation
001-103239,violation
001-103321,violation
001-103605,violation
001-103151,violation
001-103153,violation
001-103399,violation
001-103222,violation
001-103206,violation
001-103208,violation
001-103078,violation
001-103125,violation
001-103145,violation
001-103147,violation
001-103288,violation
001-103359,violation
001-103410,violation
001-103418,violation
001-103043,violation
001-103314,violation
001-111540,violation
001-111520,violation
001-111518,violation
001-111400,violation
001-111402,violation
001-111419,violation
001-110986,violation
001-111496,violation
001-111263,violation
001-111422,violation
001-111484,violation
001-111215,violation
001-86175,violation
001-86220,violation
001-86249,violation
001-86251,violation
001-86266,violation
001-86275,violation
001-86280,violation
001-86283,violation
001-86286,violation
001-86292,violation
001-86229,violation
001-86231,violation
001-86086,violation
001-86038,violation
001-86052,violation
001-86026,violation
001-86003,violation
001-86103,violation
001-86105,violation
001-86107,violation
001-86109,violation
001-86111,violation
001-85775,violation
001-86036,violation
001-86041,violation
001-86043,violation
001-86050,violation
001-86064,violation
001-86071,violation
001-86073,violation
001-86028,violation
001-86006,violation
001-93951,violation
001-93957,violation
001-93974,violation
001-93976,violation
001-93997,violation
001-94000,violation
001-93878,violation
001-93687,violation
001-93882,violation
001-93685,violation
001-93768,violation
001-57551,violation
001-57504,violation
001-57600,violation
001-57453,violation
001-57610,violation
001-57428,violation
001-57588,violation
001-75593,violation
001-75968,violation
001-75970,violation
001-75972,violation
