Itemid,Judgement
001-111631,violation
001-111682,violation
001-111666,violation
001-111628,violation
001-203296,violation
001-203297,violation
001-203313,violation
001-203162,violation
001-203167,violation
001-203168,violation
001-203187,violation
001-203154,violation
001-203183,violation
001-202992,violation
001-202993,violation
001-103938,violation
001-103946,violation
001-103996,violation
001-103674,violation
001-103676,violation
001-103596,violation
001-103260,violation
001-103528,violation
001-57597,violation
001-92595,violation
001-92503,violation
001-92351,violation
001-92368,violation
001-92325,violation
001-92416,violation
001-92318,violation
001-84738,violation
001-84756,violation
001-84724,violation
001-84733,violation
001-84336,violation
001-84684,violation
001-84361,violation
001-84586,violation
001-84588,violation
001-84576,violation
001-109881,violation
001-109886,violation
001-109791,violation
001-101891,violation
001-101862,violation
001-101874,violation
001-101586,violation
001-101682,violation
001-101680,violation
001-101592,violation
001-101596,violation
001-101323,violation
001-101327,violation
001-101358,violation
001-196376,violation
001-196372,violation
001-196415,violation
001-196481,violation
001-196482,violation
001-196484,violation
001-196143,violation
001-196165,violation
001-196175,violation
001-196295,violation
001-195978,violation
001-195979,violation
001-195981,violation
001-195987,violation
001-195989,violation
001-187464,violation
001-187189,violation
001-187191,violation
001-187193,violation
001-187197,violation
001-187201,violation
001-187241,violation
001-187240,violation
001-187243,violation
001-186786,violation
001-186787,violation
001-186792,violation
001-186762,violation
001-77036,violation
001-76942,violation
001-68067,violation
001-67980,violation
001-67982,violation
001-61691,violation
001-61636,violation
001-59721,violation
001-59884,violation
001-177939,violation
001-177690,violation
001-177693,violation
001-177696,violation
001-177650,violation
001-177662,violation
001-164661,violation
001-164466,violation
001-164206,violation
001-164434,violation
001-164198,violation
001-163914,violation
001-163799,violation
001-163805,violation
001-163808,violation
001-163811,violation
001-163816,violation
001-72567,violation
001-181840,violation
001-181842,violation
001-181849,violation
001-181875,violation
001-181589,violation
001-181598,violation
001-155193,violation
001-154978,violation
001-141626,violation
001-141568,violation
001-141383,violation
001-141189,violation
001-58230,violation
001-58233,violation
001-58218,violation
001-58209,violation
001-58123,violation
001-58117,violation
001-147027,violation
001-147034,violation
001-146778,violation
001-146775,violation
001-146697,violation
001-122185,violation
001-122263,violation
001-122178,violation
001-121564,violation
001-122306,violation
001-121560,violation
001-121563,violation
001-120970,violation
001-171102,violation
001-171084,violation
001-170857,violation
001-170590,violation
001-170647,violation
001-170652,violation
001-170593,violation
001-157964,violation
001-157695,violation
001-157709,violation
001-157705,violation
001-157763,violation
001-157764,violation
001-157701,violation
001-61275,violation
001-61276,violation
001-61273,violation
001-61274,violation
001-61121,violation
001-59338,violation
001-59367,violation
001-59209,violation
001-59210,violation
001-168771,violation
001-168780,violation
001-168855,violation
001-168858,violation
001-168859,violation
001-168863,violation
001-168865,violation
001-168848,violation
001-168849,violation
001-168850,violation
001-168766,violation
001-168767,violation
001-168772,violation
001-168773,violation
001-168777,violation
001-168778,violation
001-168702,violation
001-156246,violation
001-156249,violation
001-156269,violation
001-156268,violation
001-105460,violation
001-105217,violation
001-105396,violation
001-105413,violation
001-105417,violation
001-104946,violation
001-105221,violation
001-105210,violation
001-105203,violation
001-105164,violation
001-105121,violation
001-114051,violation
001-113936,violation
001-113937,violation
001-114080,violation
001-113718,violation
001-113722,violation
001-113300,violation
001-113390,violation
001-113757,violation
001-113387,violation
001-90590,violation
001-90712,violation
001-90745,violation
001-90767,violation
001-90482,violation
001-90610,violation
001-90545,violation
001-90547,violation
001-90567,violation
001-90464,violation
001-90452,violation
001-90436,violation
001-98610,violation
001-98450,violation
001-98329,violation
001-98338,violation
001-97979,violation
001-98344,violation
001-98380,violation
001-98376,violation
001-98361,violation
001-98363,violation
001-187570,violation
001-187604,violation
001-187401,violation
001-187402,violation
001-187468,violation
001-75311,violation
001-75315,violation
001-75317,violation
001-75144,violation
001-75150,violation
001-73373,violation
001-82913,violation
001-82917,violation
001-82919,violation
001-82654,violation
001-82724,violation
001-82728,violation
001-82732,violation
001-82734,violation
001-82742,violation
001-82754,violation
001-82494,violation
001-82496,violation
001-58054,violation
001-69612,violation
001-69418,violation
001-69465,violation
001-69428,violation
001-69313,violation
001-69216,violation
001-69196,violation
001-78566,violation
001-78573,violation
001-78602,violation
001-78429,violation
001-78435,violation
001-185212,violation
001-185213,violation
001-185214,violation
001-185216,violation
001-184814,violation
001-184705,violation
001-184666,violation
001-184481,violation
001-184521,violation
001-184490,violation
001-184496,violation
001-184501,violation
001-184505,violation
001-184519,violation
001-184271,violation
001-206369,violation
001-206363,violation
001-206373,violation
001-206361,violation
001-206345,violation
001-206353,violation
001-206274,violation
001-206262,violation
001-206263,violation
001-200441,violation
001-200553,violation
001-200430,violation
001-200452,violation
001-200469,violation
001-200470,violation
001-200472,violation
001-200473,violation
001-200451,violation
001-200320,violation
001-200325,violation
001-200326,violation
001-200330,violation
001-200332,violation
001-200339,violation
001-200343,violation
001-200211,violation
001-200212,violation
001-200214,violation
001-103426,violation
001-103363,violation
001-103413,violation
001-103251,violation
001-103319,violation
001-103383,violation
001-103391,violation
001-103390,violation
001-103387,violation
001-103312,violation
001-103321,violation
001-103323,violation
001-103325,violation
001-103125,violation
001-103155,violation
001-103159,violation
001-103003,violation
001-111523,violation
001-111391,violation
001-111418,violation
001-111406,violation
001-110986,violation
001-111272,violation
001-86222,violation
001-86224,violation
001-86189,violation
001-86086,violation
001-86113,violation
001-86032,violation
001-93997,violation
001-94000,violation
001-93528,violation
001-57594,violation
001-57448,violation
001-57571,violation
001-75646,violation
001-75888,violation
001-75892,violation
001-75589,violation
001-66792,violation
001-66784,violation
001-66794,violation
001-57988,violation
001-58913,violation
001-138895,violation
001-138589,violation
001-138584,violation
001-138580,violation
001-138572,violation
001-138554,violation
001-152892,violation
001-152728,violation
001-152593,violation
001-167556,violation
001-167561,violation
001-167559,violation
001-167560,violation
001-167484,violation
001-167486,violation
001-167497,violation
001-167498,violation
001-167125,violation
001-167094,violation
001-167100,violation
001-167116,violation
001-167091,violation
001-167092,violation
001-167097,violation
001-167101,violation
001-167103,violation
001-167104,violation
001-167107,violation
001-167108,violation
001-167117,violation
001-180274,violation
001-179848,violation
001-179849,violation
001-179850,violation
001-179853,violation
001-179862,violation
001-179863,violation
001-179868,violation
001-179844,violation
001-180025,violation
001-179824,violation
001-179880,violation
001-61332,violation
001-61262,violation
001-107703,violation
001-108165,violation
001-108194,violation
001-107731,violation
001-107712,violation
001-107768,violation
001-107653,violation
001-107596,violation
001-107556,violation
001-107563,violation
001-107558,violation
001-100040,violation
001-100029,violation
001-99877,violation
001-100036,violation
001-99905,violation
001-99907,violation
001-99844,violation
001-99846,violation
001-99850,violation
001-99796,violation
001-99798,violation
001-99732,violation
001-99832,violation
001-99610,violation
001-99626,violation
001-193243,violation
001-193072,violation
001-193077,violation
001-193079,violation
001-192981,violation
001-91447,violation
001-91536,violation
001-91586,violation
001-91302,violation
001-91422,violation
001-91373,violation
001-91395,violation
001-91404,violation
001-91126,violation
001-91323,violation
001-83615,violation
001-83619,violation
001-83374,violation
001-83484,violation
001-83486,violation
001-83265,violation
001-58990,violation
001-58854,violation
001-60878,violation
001-160312,violation
001-160095,violation
001-160221,violation
001-160209,violation
001-160086,violation
001-159921,violation
001-173468,violation
001-173496,violation
001-173473,violation
001-173469,violation
001-173256,violation
001-173371,violation
001-173372,violation
001-173382,violation
001-173383,violation
001-173385,violation
001-173388,violation
001-173391,violation
001-173263,violation
001-173253,violation
001-118578,violation
001-118335,violation
001-118588,violation
001-118387,violation
001-118389,violation
001-117635,violation
001-117634,violation
001-145230,violation
001-145013,violation
001-145015,violation
001-145019,violation
001-145011,violation
001-145006,violation
001-145012,violation
001-150773,violation
001-150217,violation
001-127402,violation
001-127404,violation
001-127407,violation
001-127219,violation
001-127216,violation
001-126909,violation
001-126911,violation
001-126972,violation
001-126979,violation
001-67897,violation
001-67765,violation
001-76696,violation
001-76684,violation
001-76687,violation
001-76627,violation
001-76631,violation
001-76300,violation
001-76303,violation
001-84377,violation
001-84313,violation
001-84295,violation
001-84259,violation
001-92235,violation
001-92094,violation
001-92112,violation
001-92114,violation
001-92117,violation
001-91704,violation
001-91702,violation
001-92087,violation
001-92062,violation
001-91972,violation
001-91976,violation
001-91788,violation
001-91790,violation
001-91901,violation
001-194319,violation
001-194188,violation
001-194184,violation
001-194185,violation
001-194189,violation
001-194246,violation
001-194006,violation
001-194007,violation
001-193998,violation
001-194058,violation
001-194057,violation
001-193735,violation
001-98882,violation
001-98911,violation
001-98832,violation
001-98658,violation
001-98666,violation
001-98784,violation
001-98660,violation
001-98662,violation
001-98621,violation
001-107159,violation
001-107040,violation
001-106668,violation
001-179207,violation
001-178870,violation
001-178869,violation
001-178871,violation
001-178943,violation
001-178947,violation
001-178952,violation
001-178954,violation
001-178959,violation
001-166487,violation
001-166486,violation
001-165756,violation
001-59626,violation
001-59592,violation
001-59560,violation
001-58751,violation
001-58901,violation
001-58750,violation
001-174442,violation
001-174444,violation
001-174438,violation
001-174402,violation
001-174406,violation
001-174380,violation
001-174385,violation
001-174395,violation
001-161416,violation
001-161407,violation
001-161409,violation
001-161374,violation
001-160997,violation
001-160999,violation
001-119970,violation
001-119465,violation
001-119671,violation
001-119675,violation
001-119676,violation
001-57930,violation
001-57785,violation
001-97557,violation
001-97498,violation
001-90135,violation
001-90148,violation
001-90173,violation
001-89859,violation
001-89857,violation
001-89917,violation
001-89922,violation
001-89960,violation
001-89975,violation
001-89977,violation
001-89995,violation
001-114783,violation
001-114784,violation
001-114785,violation
001-114658,violation
001-114452,violation
001-204660,violation
001-204716,violation
001-204194,violation
001-203982,violation
001-106272,violation
001-106165,violation
001-106169,violation
001-157533,violation
001-170353,violation
001-58004,violation
001-189147,violation
001-189167,violation
001-188996,violation
001-188988,violation
001-188392,violation
001-188394,violation
001-188374,violation
001-82175,violation
001-82177,violation
001-82205,violation
001-82209,violation
001-82213,violation
001-72633,violation
001-72662,violation
001-72549,violation
001-79501,violation
001-79352,violation
001-79484,violation
001-79396,violation
001-79267,violation
001-79109,violation
001-79342,violation
001-79344,violation
001-79053,violation
001-70247,violation
001-70186,violation
001-70114,violation
001-70021,violation
001-183372,violation
001-183382,violation
001-183353,violation
001-183361,violation
001-183369,violation
001-183371,violation
001-183387,violation
001-183687,violation
001-183685,violation
001-94863,violation
001-94957,violation
001-94959,violation
001-94969,violation
001-94971,violation
001-94973,violation
001-94630,violation
001-94646,violation
001-94750,violation
001-87211,violation
001-87132,violation
001-86877,violation
001-86961,violation
001-86863,violation
001-86611,violation
001-86607,violation
001-86610,violation
001-86612,violation
001-86959,violation
001-86945,violation
001-86861,violation
001-110823,violation
001-110683,violation
001-110499,violation
001-110515,violation
001-102362,violation
001-102378,violation
001-102363,violation
001-102371,violation
001-102388,violation
001-102427,violation
001-102473,violation
001-102449,violation
001-102288,violation
001-202216,violation
001-202222,violation
001-201860,violation
001-201863,violation
001-201741,violation
001-201754,violation
001-201645,violation
001-57514,violation
001-57460,violation
001-57450,violation
001-189638,violation
001-189415,violation
001-189406,violation
001-189407,violation
001-189411,violation
001-189417,violation
001-189418,violation
001-189083,violation
001-72544,violation
001-72272,violation
001-72264,violation
001-82042,violation
001-81441,violation
001-81966,violation
001-81831,violation
001-81833,violation
001-81773,violation
001-81684,violation
001-81686,violation
001-81691,violation
001-81700,violation
001-81439,violation
001-58022,violation
001-170033,violation
001-170037,violation
001-169647,violation
001-169655,violation
001-169659,violation
001-169524,violation
001-169521,violation
001-169479,violation
001-169466,violation
001-169476,violation
001-169467,violation
001-169472,violation
001-169198,violation
001-169212,violation
001-169217,violation
001-157392,violation
001-157373,violation
001-157372,violation
001-157283,violation
001-57710,violation
001-89348,violation
001-89607,violation
001-89506,violation
001-89388,violation
001-89390,violation
001-89386,violation
001-89384,violation
001-89577,violation
001-89452,violation
001-89333,violation
001-89340,violation
001-89275,violation
001-89285,violation
001-89287,violation
001-97455,violation
001-97435,violation
001-97367,violation
001-97411,violation
001-97343,violation
001-97425,violation
001-97451,violation
001-97414,violation
001-97292,violation
001-97219,violation
001-97250,violation
001-97256,violation
001-97079,violation
001-106902,violation
001-107059,violation
001-107067,violation
001-106786,violation
001-106584,violation
001-106425,violation
001-106454,violation
001-106259,violation
001-205180,violation
001-205181,violation
001-205140,violation
001-205141,violation
001-205143,violation
001-205132,violation
001-205223,violation
001-205218,violation
001-205219,violation
001-205068,violation
001-205065,violation
001-204811,violation
001-204812,violation
001-204819,violation
001-204837,violation
001-204845,violation
001-204846,violation
001-204847,violation
001-204855,violation
001-115657,violation
001-115302,violation
001-115170,violation
001-114777,violation
001-87558,violation
001-87572,violation
001-87626,violation
001-87411,violation
001-87402,violation
001-87432,violation
001-87434,violation
001-87450,violation
001-87346,violation
001-95583,violation
001-95451,violation
001-95457,violation
001-95323,violation
001-95347,violation
001-95081,violation
001-95213,violation
001-201761,violation
001-201546,violation
001-201340,violation
001-201088,violation
001-201352,violation
001-201349,violation
001-200819,violation
001-200709,violation
001-200714,violation
001-200722,violation
001-200725,violation
001-200726,violation
001-200730,violation
001-200735,violation
001-102286,violation
001-102142,violation
001-102145,violation
001-102153,violation
001-102155,violation
001-102157,violation
001-102159,violation
001-101915,violation
001-101917,violation
001-102029,violation
001-101923,violation
001-101955,violation
001-101823,violation
001-110465,violation
001-110263,violation
001-110154,violation
001-109909,violation
001-110251,violation
001-70434,violation
001-70520,violation
001-70463,violation
001-70366,violation
001-70367,violation
001-70368,violation
001-70369,violation
001-79912,violation
001-79713,violation
001-183126,violation
001-182862,violation
001-182866,violation
001-182997,violation
001-182598,violation
001-165232,violation
001-165369,violation
001-165368,violation
001-165371,violation
001-165373,violation
001-164911,violation
001-164913,violation
001-164919,violation
001-165262,violation
001-164677,violation
001-164928,violation
001-178744,violation
001-178749,violation
001-178343,violation
001-178344,violation
001-178371,violation
001-178373,violation
001-178382,violation
001-178363,violation
001-59692,violation
001-61584,violation
001-61589,violation
001-61583,violation
001-61539,violation
001-91726,violation
001-91758,violation
001-91792,violation
001-91750,violation
001-91733,violation
001-91738,violation
001-83983,violation
001-83817,violation
001-83977,violation
001-83927,violation
001-83466,violation
001-83460,violation
001-107392,violation
001-107335,violation
001-107196,violation
001-107273,violation
001-107337,violation
001-99382,violation
001-99362,violation
001-99376,violation
001-99430,violation
001-99450,violation
001-99090,violation
001-99399,violation
001-99085,violation
001-99214,violation
001-99216,violation
001-99130,violation
001-99208,violation
001-99218,violation
001-99178,violation
001-99018,violation
001-99004,violation
001-195527,violation
001-195535,violation
001-195569,violation
001-194738,violation
001-194442,violation
001-194306,violation
001-194318,violation
001-194311,violation
001-76295,violation
001-75900,violation
001-76455,violation
001-76254,violation
001-75437,violation
001-67252,violation
001-67228,violation
001-66757,violation
001-67350,violation
001-67274,violation
001-58003,violation
001-58010,violation
001-58321,violation
001-126628,violation
001-126633,violation
001-126550,violation
001-126555,violation
001-126558,violation
001-150313,violation
001-150314,violation
001-150320,violation
001-150713,violation
001-150311,violation
001-150229,violation
001-150240,violation
001-150300,violation
001-148659,violation
001-148627,violation
001-120941,violation
001-146409,violation
001-146387,violation
001-146388,violation
001-146390,violation
001-146379,violation
001-146382,violation
001-206202,violation
001-206203,violation
001-206205,violation
001-205817,violation
001-205795,violation
001-205539,violation
001-205145,violation
001-205224,violation
001-59025,violation
001-58739,violation
001-58898,violation
001-60649,violation
001-162020,violation
001-162019,violation
001-161740,violation
001-161822,violation
001-161542,violation
001-175645,violation
001-175654,violation
001-175640,violation
001-175649,violation
001-175666,violation
001-175493,violation
001-175488,violation
001-175490,violation
001-175492,violation
001-175496,violation
001-175498,violation
001-175973,violation
001-175475,violation
001-175159,violation
001-175160,violation
001-174953,violation
001-174954,violation
001-174955,violation
001-174959,violation
001-174968,violation
001-174969,violation
001-174991,violation
001-193614,violation
001-193613,violation
001-193469,violation
001-193490,violation
001-193491,violation
001-193492,violation
001-100190,violation
001-100105,violation
001-100110,violation
001-100198,violation
001-100143,violation
001-99913,violation
001-108225,violation
001-108235,violation
001-108161,violation
001-108162,violation
001-108014,violation
001-83070,violation
001-83241,violation
001-83076,violation
001-83085,violation
001-83087,violation
001-83081,violation
001-82973,violation
001-82991,violation
001-82995,violation
001-82897,violation
001-90700,violation
001-91115,violation
001-91138,violation
001-91132,violation
001-91057,violation
001-90931,violation
001-90800,violation
001-90813,violation
001-179564,violation
001-177931,violation
001-179406,violation
001-179414,violation
001-168055,violation
001-168056,violation
001-168052,violation
001-168057,violation
001-166746,violation
001-166747,violation
001-166735,violation
001-166736,violation
001-166743,violation
001-166734,violation
001-166733,violation
001-166690,violation
001-61414,violation
001-61376,violation
001-61415,violation
001-61358,violation
001-59613,violation
001-59607,violation
001-59605,violation
001-59614,violation
001-59474,violation
001-59521,violation
001-59364,violation
001-58239,violation
001-58242,violation
001-58225,violation
001-58228,violation
001-152595,violation
001-152601,violation
001-152598,violation
001-152599,violation
001-152259,violation
001-152258,violation
001-151038,violation
001-150792,violation
001-128047,violation
001-127809,violation
001-127813,violation
001-127811,violation
001-127697,violation
001-61877,violation
001-75456,violation
001-73062,violation
001-145784,violation
001-146047,violation
001-146044,violation
001-145708,violation
001-145584,violation
001-145718,violation
001-145580,violation
001-145546,violation
001-145350,violation
001-145366,violation
001-119043,violation
001-119046,violation
001-119416,violation
001-119382,violation
001-118645,violation
001-118605,violation
001-118569,violation
001-118601,violation
001-60854,violation
001-60814,violation
001-60791,violation
001-174062,violation
001-173766,violation
001-173803,violation
001-161047,violation
001-160852,violation
001-160616,violation
001-160430,violation
001-160429,violation
001-160422,violation
001-188269,violation
001-188270,violation
001-187944,violation
001-187936,violation
001-187920,violation
001-82301,violation
001-82309,violation
001-82311,violation
001-82286,violation
001-82288,violation
001-73185,violation
001-72749,violation
001-72680,violation
001-72875,violation
001-72881,violation
001-57769,violation
001-57796,violation
001-114276,violation
001-114245,violation
001-114515,violation
001-114098,violation
001-105612,violation
001-105845,violation
001-105669,violation
001-105689,violation
001-98253,violation
001-98112,violation
001-98161,violation
001-98175,violation
001-98177,violation
001-98179,violation
001-98182,violation
001-98189,violation
001-98168,violation
001-98022,violation
001-97980,violation
001-98037,violation
001-97924,violation
001-90390,violation
001-90362,violation
001-90358,violation
001-90093,violation
001-90212,violation
001-90330,violation
001-90332,violation
001-90366,violation
001-156068,violation
001-156076,violation
001-156073,violation
001-155821,violation
001-155809,violation
001-155716,violation
001-155377,violation
001-168838,violation
001-168839,violation
001-168369,violation
001-168383,violation
001-168320,violation
001-168321,violation
001-168322,violation
001-110951,violation
001-110936,violation
001-110961,violation
001-102896,violation
001-102621,violation
001-102787,violation
001-102634,violation
001-103031,violation
001-103039,violation
001-103041,violation
001-102795,violation
001-102799,violation
001-102685,violation
001-102900,violation
001-102902,violation
001-199958,violation
001-200064,violation
001-199172,violation
001-199173,violation
001-199177,violation
001-198884,violation
001-198888,violation
001-199515,violation
001-198820,violation
001-94127,violation
001-94585,violation
001-94421,violation
001-94442,violation
001-94099,violation
001-94097,violation
001-94125,violation
001-94113,violation
001-93953,violation
001-94091,violation
001-86605,violation
001-86681,violation
001-86683,violation
001-86720,violation
001-86452,violation
001-86599,violation
001-86345,violation
001-86348,violation
001-86350,violation
001-86362,violation
001-57555,violation
001-79160,violation
001-79067,violation
001-79040,violation
001-79010,violation
001-79017,violation
001-69978,violation
001-69424,violation
001-69571,violation
001-183954,violation
001-185031,violation
001-184060,violation
001-184067,violation
001-184425,violation
001-183816,violation
001-183865,violation
001-183870,violation
001-183560,violation
001-183566,violation
001-183570,violation
001-141434,violation
001-140912,violation
001-140914,violation
001-140768,violation
001-140781,violation
001-155006,violation
001-155007,violation
001-58237,violation
001-182178,violation
001-182226,violation
001-182167,violation
001-182168,violation
001-182211,violation
001-182218,violation
001-181880,violation
001-57471,violation
001-57602,violation
001-57498,violation
001-61736,violation
001-61744,violation
001-61699,violation
001-61700,violation
001-163801,violation
001-163656,violation
001-163613,violation
001-163450,violation
001-177414,violation
001-177417,violation
001-177422,violation
001-177425,violation
001-177401,violation
001-177347,violation
001-177224,violation
001-177213,violation
001-177227,violation
001-158487,violation
001-158491,violation
001-158481,violation
001-158506,violation
001-158470,violation
001-158352,violation
001-171773,violation
001-171526,violation
001-171527,violation
001-171101,violation
001-171471,violation
001-171472,violation
001-171479,violation
001-171480,violation
001-171481,violation
001-171483,violation
001-171484,violation
001-171486,violation
001-171487,violation
001-171488,violation
001-171489,violation
001-171491,violation
001-59208,violation
001-59217,violation
001-61139,violation
001-58119,violation
001-122969,violation
001-122893,violation
001-122894,violation
001-122698,violation
001-122886,violation
001-122424,violation
001-122187,violation
001-147683,violation
001-147328,violation
001-147269,violation
001-147273,violation
001-147271,violation
001-147026,violation
001-88663,violation
001-88669,violation
001-88777,violation
001-88721,violation
001-88476,violation
001-88673,violation
001-88675,violation
001-88531,violation
001-88554,violation
001-88583,violation
001-88383,violation
001-96579,violation
001-96446,violation
001-96389,violation
001-104558,violation
001-104490,violation
001-104357,violation
001-104289,violation
001-104149,violation
001-204270,violation
001-203834,violation
001-203981,violation
001-203973,violation
001-203972,violation
001-203562,violation
001-203560,violation
001-112586,violation
001-112536,violation
001-112547,violation
001-112442,violation
001-57479,violation
001-60606,violation
001-60486,violation
001-60505,violation
001-60513,violation
001-60516,violation
001-58840,violation
001-58537,violation
001-58525,violation
001-58458,violation
001-142075,violation
001-141914,violation
001-116077,violation
001-115873,violation
001-115981,violation
001-115621,violation
001-71805,violation
001-71609,violation
001-70931,violation
001-80719,violation
001-80633,violation
001-80645,violation
001-80647,violation
001-191705,violation
001-191366,violation
001-191364,violation
001-191365,violation
001-191358,violation
001-191359,violation
001-191487,violation
001-191478,violation
001-186723,violation
001-186684,violation
001-186442,violation
001-186448,violation
001-186454,violation
001-186431,violation
001-186432,violation
001-68077,violation
001-68148,violation
001-77388,violation
001-77492,violation
001-77336,violation
001-57646,violation
001-57644,violation
001-57636,violation
001-57721,violation
001-57634,violation
001-57635,violation
001-85195,violation
001-84970,violation
001-84971,violation
001-85002,violation
001-85004,violation
001-92996,violation
001-92988,violation
001-92877,violation
001-92886,violation
001-92611,violation
001-92699,violation
001-92723,violation
001-92772,violation
001-195855,violation
001-195542,violation
001-101686,violation
001-101325,violation
001-101283,violation
001-101431,violation
001-101442,violation
001-101175,violation
001-100958,violation
001-100964,violation
001-101231,violation
001-109249,violation
001-109193,violation
001-109148,violation
001-109130,violation
001-60344,violation
001-113293,violation
001-113296,violation
001-113339,violation
001-113384,violation
001-113435,violation
001-202750,violation
001-202842,violation
001-202619,violation
001-202711,violation
001-202632,violation
001-202945,violation
001-202555,violation
001-202556,violation
001-202732,violation
001-202550,violation
001-104935,violation
001-104975,violation
001-104893,violation
001-104866,violation
001-95922,violation
001-95873,violation
001-95875,violation
001-95882,violation
001-95771,violation
001-95779,violation
001-95806,violation
001-95607,violation
001-87886,violation
001-87888,violation
001-87735,violation
001-87968,violation
001-87970,violation
001-87972,violation
001-87369,violation
001-80073,violation
001-80025,violation
001-80085,violation
001-80167,violation
001-79910,violation
001-79767,violation
001-70756,violation
001-70820,violation
001-70689,violation
001-70691,violation
001-70685,violation
001-70683,violation
001-192900,violation
001-192771,violation
001-192654,violation
001-192804,violation
001-192219,violation
001-192203,violation
001-116826,violation
001-116369,violation
001-116413,violation
001-116330,violation
001-144124,violation
001-142969,violation
001-142843,violation
001-186010,violation
001-186017,violation
001-186024,violation
001-185303,violation
001-77932,violation
001-78289,violation
001-77791,violation
001-78153,violation
001-78167,violation
001-77692,violation
001-69123,violation
001-68715,violation
001-68928,violation
001-68882,violation
001-57703,violation
001-57678,violation
001-108645,violation
001-108654,violation
001-108663,violation
001-108670,violation
001-108627,violation
001-108537,violation
001-108578,violation
001-100385,violation
001-100281,violation
001-198565,violation
001-196893,violation
001-196895,violation
001-196896,violation
001-196884,violation
001-196892,violation
001-196612,violation
001-196599,violation
001-196676,violation
001-196678,violation
001-93883,violation
001-93890,violation
001-93898,violation
001-93900,violation
001-93798,violation
001-93652,violation
001-93654,violation
001-93419,violation
001-93577,violation
001-93600,violation
001-93410,violation
001-93448,violation
001-93502,violation
001-93300,violation
001-93306,violation
001-93310,violation
001-93312,violation
001-93333,violation
001-85611,violation
001-85769,violation
001-85487,violation
001-85669,violation
001-181394,violation
001-181178,violation
001-181070,violation
001-180851,violation
001-180847,violation
001-180832,violation
001-180838,violation
001-153472,violation
001-153352,violation
001-153353,violation
001-153518,violation
001-152987,violation
001-152989,violation
001-139897,violation
001-139277,violation
001-139268,violation
001-139183,violation
001-139484,violation
001-139485,violation
001-61957,violation
001-61805,violation
001-61835,violation
001-61836,violation
001-61813,violation
001-61816,violation
001-61767,violation
001-176970,violation
001-177085,violation
001-162705,violation
001-162761,violation
001-162424,violation
001-162212,violation
001-57538,violation
001-57466,violation
