Itemid,Judgement
001-147034,violation
001-147035,violation
001-147041,violation
001-146775,violation
001-146567,violation
001-146566,violation
001-146540,violation
001-146702,violation
001-122175,violation
001-122263,violation
001-122262,violation
001-121955,violation
001-121957,violation
001-121561,violation
001-121770,violation
001-121610,violation
001-121563,violation
001-121613,violation
001-120970,violation
001-171493,violation
001-171099,violation
001-171085,violation
001-171091,violation
001-171097,violation
001-171098,violation
001-170837,violation
001-170863,violation
001-170855,violation
001-170861,violation
001-170647,violation
001-170658,violation
001-170595,violation
001-170467,violation
001-170468,violation
001-158156,violation
001-158138,violation
001-158141,violation
001-158142,violation
001-157970,violation
001-157971,violation
001-157969,violation
001-157968,violation
001-157965,violation
001-158033,violation
001-158025,violation
001-158243,violation
001-158179,violation
001-158180,violation
001-157709,violation
001-157755,violation
001-157696,violation
001-157706,violation
001-61264,violation
001-61169,violation
001-61121,violation
001-59338,violation
001-59339,violation
001-168862,violation
001-168771,violation
001-168780,violation
001-168857,violation
001-168853,violation
001-168773,violation
001-156247,violation
001-156248,violation
001-156246,violation
001-156251,violation
001-105748,violation
001-105673,violation
001-105653,violation
001-105478,violation
001-105284,violation
001-105499,violation
001-105434,violation
001-105511,violation
001-105458,violation
001-105402,violation
001-105281,violation
001-105277,violation
001-105279,violation
001-105167,violation
001-105289,violation
001-105210,violation
001-105203,violation
001-105164,violation
001-113921,violation
001-113928,violation
001-114080,violation
001-113812,violation
001-113719,violation
001-113876,violation
001-113785,violation
001-113388,violation
001-113757,violation
001-113387,violation
001-90413,violation
001-90448,violation
001-90610,violation
001-90533,violation
001-90596,violation
001-90460,violation
001-90452,violation
001-90436,violation
001-98594,violation
001-98610,violation
001-98331,violation
001-98452,violation
001-98338,violation
001-98432,violation
001-98357,violation
001-98344,violation
001-98380,violation
001-98376,violation
001-98383,violation
001-98363,violation
001-98256,violation
001-187831,violation
001-187735,violation
001-187737,violation
001-187739,violation
001-187401,violation
001-187508,violation
001-73012,violation
001-82818,violation
001-82548,violation
001-58035,violation
001-69457,violation
001-69236,violation
001-69313,violation
001-69392,violation
001-69206,violation
001-69196,violation
001-184818,violation
001-184819,violation
001-184820,violation
001-184821,violation
001-185212,violation
001-185213,violation
001-185214,violation
001-185215,violation
001-184666,violation
001-184657,violation
001-184669,violation
001-184479,violation
001-184480,violation
001-184481,violation
001-184482,violation
001-184483,violation
001-184484,violation
001-184485,violation
001-184489,violation
001-184520,violation
001-184279,violation
001-206516,violation
001-206517,violation
001-206520,violation
001-206361,violation
001-206525,violation
001-206522,violation
001-206345,violation
001-206262,violation
001-206263,violation
001-206261,violation
001-200441,violation
001-200556,violation
001-200433,violation
001-200431,violation
001-200452,violation
001-200469,violation
001-200472,violation
001-200473,violation
001-200451,violation
001-200326,violation
001-200339,violation
001-200343,violation
001-200345,violation
001-200214,violation
001-103050,violation
001-103356,violation
001-103369,violation
001-103352,violation
001-103373,violation
001-103383,violation
001-103390,violation
001-103226,violation
001-103003,violation
001-103082,violation
001-111410,violation
001-111389,violation
001-111418,violation
001-111406,violation
001-111176,violation
001-110986,violation
001-111266,violation
001-86222,violation
001-86086,violation
001-86115,violation
001-93882,violation
001-93690,violation
001-75646,violation
001-66796,violation
001-138585,violation
001-138587,violation
001-138589,violation
001-138584,violation
001-138573,violation
001-138576,violation
001-138578,violation
001-152889,violation
001-152726,violation
001-152784,violation
001-152777,violation
001-152850,violation
001-152625,violation
001-152626,violation
001-167118,violation
001-167806,violation
001-167128,violation
001-167100,violation
001-167119,violation
001-166965,violation
001-166491,violation
001-166940,violation
001-166944,violation
001-166945,violation
001-179853,violation
001-179858,violation
001-179863,violation
001-179870,violation
001-179886,violation
001-180018,violation
001-179826,violation
001-59413,violation
001-59365,violation
001-107669,violation
001-107563,violation
001-100029,violation
001-99877,violation
001-99905,violation
001-99911,violation
001-99921,violation
001-99932,violation
001-99796,violation
001-99798,violation
001-99800,violation
001-99750,violation
001-99830,violation
001-99705,violation
001-99707,violation
001-99015,violation
001-99610,violation
001-99626,violation
001-193590,violation
001-193243,violation
001-193250,violation
001-193080,violation
001-193071,violation
001-193070,violation
001-193079,violation
001-192988,violation
001-192989,violation
001-192990,violation
001-192991,violation
001-192992,violation
001-192993,violation
001-192994,violation
001-192995,violation
001-91606,violation
001-91399,violation
001-91431,violation
001-91422,violation
001-91444,violation
001-91368,violation
001-91238,violation
001-91126,violation
001-91308,violation
001-91323,violation
001-83484,violation
001-83278,violation
001-83265,violation
001-83267,violation
001-160307,violation
001-160221,violation
001-160139,violation
001-159791,violation
001-159921,violation
001-159917,violation
001-159916,violation
001-159913,violation
001-172963,violation
001-173496,violation
001-173504,violation
001-173475,violation
001-173251,violation
001-173371,violation
001-173374,violation
001-173375,violation
001-173379,violation
001-173380,violation
001-173381,violation
001-173384,violation
001-173385,violation
001-173386,violation
001-173387,violation
001-173388,violation
001-173389,violation
001-173391,violation
001-173378,violation
001-173377,violation
001-173376,violation
001-173252,violation
001-173255,violation
001-173260,violation
001-118574,violation
001-118385,violation
001-118387,violation
001-118389,violation
001-118337,violation
001-118338,violation
001-118039,violation
001-117874,violation
001-118041,violation
001-117684,violation
001-117636,violation
001-145363,violation
001-145227,violation
001-145225,violation
001-145224,violation
001-145019,violation
001-145011,violation
001-58196,violation
001-150771,violation
001-150640,violation
001-151047,violation
001-150234,violation
001-150316,violation
001-150217,violation
001-127393,violation
001-127402,violation
001-127404,violation
001-127219,violation
001-127220,violation
001-127223,violation
001-127216,violation
001-127232,violation
001-126909,violation
001-126911,violation
001-126918,violation
001-126978,violation
001-126981,violation
001-67346,violation
001-76307,violation
001-76696,violation
001-76684,violation
001-76256,violation
001-76262,violation
001-76263,violation
001-92105,violation
001-92030,violation
001-92114,violation
001-92119,violation
001-92117,violation
001-91702,violation
001-91990,violation
001-92079,violation
001-92087,violation
001-92096,violation
001-92062,violation
001-92022,violation
001-91788,violation
001-91790,violation
001-194188,violation
001-194189,violation
001-194233,violation
001-194248,violation
001-193997,violation
001-194002,violation
001-194008,violation
001-194057,violation
001-193735,violation
001-98909,violation
001-98965,violation
001-98882,violation
001-98930,violation
001-98552,violation
001-98664,violation
001-98814,violation
001-98832,violation
001-98774,violation
001-98798,violation
001-98660,violation
001-98662,violation
001-98621,violation
001-107167,violation
001-107174,violation
001-107139,violation
001-107141,violation
001-107016,violation
001-107132,violation
001-107020,violation
001-107028,violation
001-107040,violation
001-107024,violation
001-106769,violation
001-106668,violation
001-178860,violation
001-178876,violation
001-178878,violation
001-178879,violation
001-178880,violation
001-178869,violation
001-179193,violation
001-178943,violation
001-178907,violation
001-178908,violation
001-178952,violation
001-178959,violation
001-166487,violation
001-165758,violation
001-59565,violation
001-58751,violation
001-58900,violation
001-58901,violation
001-174439,violation
001-174438,violation
001-174416,violation
001-174403,violation
001-161407,violation
001-161376,violation
001-161380,violation
001-161373,violation
001-161374,violation
001-161004,violation
001-160992,violation
001-146356,violation
001-119968,violation
001-119971,violation
001-119954,violation
001-119706,violation
001-119465,violation
001-119671,violation
001-119675,violation
001-58162,violation
001-97928,violation
001-97863,violation
001-97575,violation
001-97625,violation
001-90135,violation
001-89854,violation
001-89913,violation
001-89917,violation
001-89922,violation
001-89959,violation
001-89879,violation
001-89621,violation
001-114786,violation
001-114653,violation
001-114514,violation
001-114452,violation
001-114455,violation
001-114468,violation
001-114489,violation
001-114513,violation
001-114516,violation
001-114519,violation
001-204660,violation
001-204716,violation
001-204717,violation
001-204602,violation
001-204156,violation
001-204194,violation
001-106257,violation
001-106165,violation
001-157533,violation
001-157540,violation
001-157521,violation
001-157821,violation
001-157670,violation
001-157523,violation
001-170704,violation
001-170353,violation
001-170365,violation
001-170153,violation
001-170194,violation
001-170171,violation
001-170193,violation
001-170055,violation
001-170058,violation
001-170061,violation
001-58004,violation
001-189159,violation
001-188385,violation
001-188366,violation
001-188367,violation
001-188374,violation
001-188382,violation
001-81904,violation
001-81908,violation
001-72549,violation
001-79109,violation
001-70182,violation
001-70021,violation
001-183542,violation
001-183338,violation
001-183353,violation
001-183361,violation
001-183369,violation
001-183370,violation
001-183371,violation
001-183687,violation
001-183685,violation
001-183203,violation
001-183210,violation
001-183211,violation
001-95071,violation
001-94638,violation
001-87045,violation
001-87132,violation
001-86877,violation
001-86961,violation
001-86978,violation
001-87007,violation
001-86611,violation
001-86607,violation
001-86610,violation
001-86612,violation
001-86885,violation
001-110717,violation
001-110718,violation
001-110828,violation
001-110683,violation
001-110710,violation
001-110499,violation
001-110440,violation
001-110491,violation
001-102337,violation
001-102237,violation
001-102427,violation
001-102449,violation
001-102252,violation
001-202220,violation
001-202222,violation
001-201865,violation
001-201860,violation
001-201741,violation
001-189592,violation
001-189595,violation
001-189619,violation
001-189637,violation
001-189638,violation
001-189406,violation
001-189407,violation
001-189417,violation
001-189418,violation
001-189084,violation
001-189166,violation
001-189168,violation
001-72166,violation
001-72146,violation
001-82034,violation
001-81441,violation
001-81801,violation
001-81829,violation
001-81641,violation
001-170028,violation
001-170031,violation
001-169649,violation
001-169662,violation
001-169655,violation
001-169476,violation
001-169480,violation
001-169518,violation
001-169519,violation
001-169472,violation
001-169485,violation
001-169199,violation
001-169212,violation
001-169213,violation
001-169217,violation
001-169207,violation
001-157373,violation
001-157372,violation
001-157374,violation
001-157339,violation
001-157278,violation
001-89348,violation
001-89388,violation
001-89577,violation
001-88972,violation
001-89333,violation
001-89340,violation
001-97437,violation
001-97385,violation
001-97451,violation
001-97414,violation
001-97216,violation
001-97250,violation
001-97256,violation
001-106902,violation
001-106835,violation
001-106551,violation
001-106553,violation
001-106436,violation
001-106425,violation
001-106446,violation
001-205180,violation
001-205141,violation
001-205176,violation
001-205132,violation
001-205219,violation
001-204995,violation
001-205060,violation
001-204815,violation
001-204819,violation
001-205232,violation
001-204832,violation
001-204855,violation
001-115657,violation
001-115301,violation
001-115307,violation
001-115396,violation
001-115398,violation
001-115172,violation
001-115204,violation
001-115207,violation
001-115176,violation
001-115209,violation
001-115007,violation
001-114935,violation
001-115006,violation
001-114777,violation
001-114766,violation
001-87703,violation
001-87737,violation
001-87416,violation
001-87237,violation
001-87344,violation
001-87348,violation
001-95445,violation
001-95457,violation
001-95283,violation
001-95189,violation
001-95347,violation
001-95093,violation
001-95203,violation
001-95259,violation
001-201546,violation
001-201547,violation
001-201351,violation
001-201350,violation
001-200819,violation
001-200711,violation
001-200712,violation
001-200722,violation
001-200726,violation
001-200730,violation
001-200735,violation
001-200448,violation
001-102239,violation
001-102244,violation
001-102286,violation
001-102090,violation
001-101915,violation
001-101917,violation
001-101923,violation
001-101817,violation
001-101972,violation
001-101985,violation
001-110393,violation
001-110488,violation
001-110262,violation
001-110145,violation
001-109741,violation
001-57619,violation
001-70434,violation
001-70162,violation
001-79955,violation
001-79570,violation
001-182869,violation
001-182845,violation
001-182850,violation
001-182857,violation
001-182600,violation
001-182602,violation
001-182603,violation
001-182604,violation
001-182834,violation
001-182447,violation
001-182449,violation
001-165951,violation
001-165442,violation
001-165232,violation
001-165371,violation
001-164910,violation
001-164679,violation
001-165262,violation
001-165032,violation
001-178921,violation
001-178344,violation
001-178374,violation
001-178379,violation
001-178364,violation
001-178347,violation
001-178363,violation
001-61539,violation
001-61560,violation
001-61561,violation
001-61562,violation
001-61521,violation
001-61480,violation
001-61547,violation
001-91777,violation
001-91756,violation
001-91758,violation
001-91733,violation
001-91738,violation
001-91736,violation
001-84028,violation
001-83817,violation
001-83879,violation
001-83965,violation
001-83580,violation
001-83588,violation
001-83460,violation
001-107327,violation
001-107329,violation
001-107396,violation
001-107335,violation
001-107196,violation
001-107201,violation
001-99403,violation
001-99355,violation
001-99357,violation
001-99376,violation
001-99430,violation
001-99450,violation
001-99226,violation
001-99397,violation
001-99399,violation
001-99407,violation
001-99212,violation
001-99214,violation
001-99216,violation
001-99208,violation
001-99218,violation
001-99004,violation
001-195527,violation
001-195535,violation
001-195569,violation
001-194440,violation
001-194442,violation
001-194292,violation
001-194300,violation
001-194303,violation
001-194304,violation
001-194321,violation
001-76295,violation
001-67252,violation
001-67228,violation
001-58003,violation
001-58001,violation
001-58287,violation
001-126628,violation
001-126631,violation
001-126633,violation
001-126550,violation
001-126639,violation
001-126542,violation
001-126565,violation
001-150310,violation
001-150312,violation
001-150313,violation
001-150318,violation
001-150320,violation
001-150713,violation
001-150311,violation
001-150229,violation
001-150237,violation
001-148627,violation
001-148638,violation
001-120971,violation
001-120960,violation
001-146388,violation
001-146390,violation
001-146382,violation
001-146372,violation
001-206153,violation
001-205798,violation
001-205817,violation
001-205988,violation
001-205178,violation
001-162024,violation
001-161982,violation
001-161811,violation
001-161822,violation
001-161749,violation
001-161543,violation
001-161534,violation
001-161532,violation
001-175654,violation
001-175665,violation
001-175668,violation
001-175640,violation
001-175641,violation
001-175846,violation
001-175489,violation
001-175490,violation
001-175491,violation
001-175497,violation
001-175499,violation
001-175680,violation
001-174953,violation
001-174957,violation
001-174959,violation
001-174961,violation
001-174962,violation
001-174963,violation
001-174964,violation
001-174970,violation
001-174971,violation
001-174994,violation
001-193613,violation
001-193469,violation
001-193476,violation
001-193477,violation
001-193478,violation
001-193479,violation
001-193480,violation
001-193481,violation
001-193482,violation
001-193483,violation
001-193490,violation
001-193491,violation
001-193492,violation
001-100099,violation
001-100198,violation
001-100141,violation
001-99996,violation
001-100038,violation
001-99992,violation
001-108189,violation
001-108162,violation
001-108014,violation
001-83085,violation
001-82987,violation
001-82877,violation
001-90700,violation
001-91117,violation
001-91138,violation
001-91132,violation
001-90783,violation
001-91008,violation
001-91010,violation
001-90722,violation
001-90933,violation
001-90800,violation
001-90813,violation
001-90798,violation
001-179559,violation
001-179571,violation
001-179426,violation
001-179428,violation
001-179433,violation
001-179435,violation
001-179441,violation
001-179440,violation
001-179439,violation
001-179438,violation
001-179437,violation
001-179436,violation
001-177931,violation
001-179404,violation
001-179231,violation
001-166930,violation
001-166915,violation
001-168055,violation
001-168047,violation
001-168057,violation
001-166934,violation
001-166744,violation
001-166748,violation
001-59455,violation
001-59474,violation
001-152595,violation
001-152601,violation
001-152259,violation
001-152644,violation
001-152252,violation
001-152255,violation
001-150790,violation
001-150781,violation
001-150791,violation
001-150794,violation
001-128046,violation
001-128055,violation
001-128047,violation
001-128036,violation
001-128048,violation
001-128049,violation
001-127809,violation
001-127813,violation
001-127811,violation
001-127613,violation
001-61931,violation
001-145784,violation
001-145817,violation
001-146047,violation
001-146044,violation
001-145731,violation
001-145746,violation
001-145708,violation
001-145584,violation
001-145580,violation
001-145442,violation
001-145752,violation
001-145546,violation
001-145350,violation
001-145366,violation
001-145317,violation
001-119416,violation
001-118644,violation
001-118583,violation
001-118605,violation
001-118569,violation
001-118575,violation
001-118582,violation
001-118584,violation
001-118601,violation
001-60732,violation
001-60781,violation
001-58735,violation
001-58734,violation
001-174114,violation
001-174117,violation
001-174063,violation
001-174067,violation
001-173766,violation
001-173803,violation
001-173619,violation
001-173623,violation
001-160823,violation
001-161047,violation
001-160628,violation
001-160622,violation
001-160711,violation
001-160431,violation
001-160428,violation
001-160417,violation
001-160422,violation
001-160406,violation
001-160427,violation
001-160318,violation
001-188267,violation
001-187920,violation
001-187924,violation
001-187925,violation
001-187818,violation
001-82238,violation
001-82377,violation
001-82319,violation
001-72704,violation
001-72886,violation
001-57796,violation
001-114276,violation
001-114247,violation
001-114260,violation
001-114098,violation
001-114085,violation
001-114087,violation
001-114088,violation
001-114090,violation
001-114097,violation
001-105847,violation
001-98140,violation
001-98261,violation
001-98126,violation
001-98161,violation
001-98175,violation
001-98177,violation
001-98179,violation
001-98182,violation
001-98168,violation
001-98014,violation
001-98022,violation
001-98010,violation
001-97967,violation
001-98037,violation
001-90345,violation
001-90304,violation
001-90212,violation
001-90366,violation
001-90049,violation
001-89966,violation
001-89969,violation
001-156066,violation
001-156074,violation
001-156073,violation
001-156078,violation
001-156245,violation
001-155826,violation
001-156243,violation
001-155711,violation
001-168374,violation
001-168351,violation
001-168321,violation
001-111209,violation
001-110924,violation
001-110921,violation
001-110900,violation
001-110904,violation
001-110908,violation
001-110913,violation
001-110809,violation
001-102896,violation
001-103037,violation
001-102892,violation
001-102818,violation
001-102629,violation
001-200064,violation
001-199168,violation
001-199173,violation
001-199175,violation
001-199177,violation
001-199236,violation
001-198884,violation
001-198821,violation
001-198711,violation
001-198712,violation
001-198719,violation
001-198814,violation
001-199079,violation
001-94127,violation
001-94585,violation
001-94419,violation
001-94301,violation
001-94303,violation
001-94099,violation
001-94097,violation
001-94200,violation
001-94202,violation
001-93955,violation
001-86218,violation
001-86605,violation
001-86725,violation
001-86228,violation
001-78978,violation
001-78986,violation
001-79131,violation
001-78591,violation
001-69614,violation
001-69908,violation
001-183952,violation
001-183955,violation
001-184003,violation
001-185033,violation
001-184061,violation
001-183816,violation
001-183815,violation
001-183544,violation
001-183545,violation
001-183546,violation
001-183547,violation
001-183548,violation
001-183549,violation
001-183550,violation
001-183551,violation
001-183552,violation
001-183553,violation
001-183554,violation
001-183556,violation
001-183558,violation
001-183559,violation
001-183560,violation
001-183561,violation
001-183562,violation
001-183563,violation
001-183570,violation
001-183571,violation
001-183584,violation
001-141174,violation
001-141179,violation
001-140911,violation
001-141159,violation
001-141191,violation
001-140913,violation
001-140930,violation
001-140785,violation
001-140749,violation
001-140752,violation
001-140763,violation
001-140404,violation
001-154728,violation
001-155007,violation
001-154534,violation
001-154535,violation
001-182174,violation
001-182227,violation
001-182215,violation
001-182216,violation
001-181882,violation
001-163825,violation
001-163814,violation
001-163662,violation
001-163656,violation
001-178026,violation
001-177422,violation
001-177424,violation
001-177425,violation
001-177428,violation
001-177437,violation
001-177438,violation
001-177439,violation
001-177440,violation
001-177441,violation
001-177351,violation
001-177353,violation
001-177677,violation
001-177226,violation
001-177348,violation
001-177227,violation
001-177233,violation
001-158806,violation
001-158738,violation
001-158484,violation
001-158493,violation
001-158482,violation
001-158491,violation
001-158500,violation
001-158472,violation
001-158352,violation
001-158137,violation
001-158148,violation
001-158139,violation
001-171778,violation
001-171775,violation
001-171994,violation
001-171498,violation
001-171526,violation
001-171527,violation
001-171101,violation
001-171471,violation
001-171479,violation
001-171480,violation
001-171490,violation
001-59100,violation
001-61058,violation
001-61055,violation
001-58371,violation
001-122969,violation
001-122975,violation
001-122976,violation
001-122894,violation
001-122885,violation
001-122698,violation
001-123362,violation
001-122664,violation
001-122891,violation
001-122372,violation
001-122874,violation
001-122375,violation
001-122424,violation
001-147671,violation
001-147680,violation
001-147611,violation
001-147613,violation
001-147614,violation
001-147615,violation
001-147685,violation
001-147621,violation
001-147446,violation
001-147327,violation
001-147328,violation
001-147269,violation
001-147270,violation
001-147273,violation
001-147271,violation
001-147021,violation
001-147039,violation
001-147044,violation
001-147020,violation
001-147038,violation
001-88661,violation
001-88663,violation
001-88777,violation
001-88476,violation
001-88665,violation
001-88673,violation
001-88675,violation
001-88383,violation
001-88482,violation
001-96440,violation
001-96547,violation
001-96339,violation
001-104558,violation
001-104285,violation
001-104289,violation
001-104143,violation
001-104149,violation
001-204268,violation
001-204270,violation
001-203829,violation
001-203828,violation
001-203975,violation
001-203979,violation
001-203980,violation
001-203981,violation
001-203973,violation
001-203972,violation
001-203840,violation
001-203841,violation
001-203559,violation
001-112586,violation
001-112322,violation
001-112535,violation
001-112528,violation
001-112534,violation
001-112536,violation
001-112417,violation
001-112321,violation
001-112420,violation
001-112430,violation
001-112465,violation
001-60606,violation
001-60505,violation
001-58523,violation
001-142073,violation
001-142074,violation
001-142080,violation
001-142081,violation
001-142082,violation
001-115873,violation
001-115874,violation
001-115981,violation
001-115866,violation
001-115846,violation
001-115621,violation
001-70853,violation
001-70841,violation
001-81000,violation
001-80921,violation
001-80861,violation
001-80867,violation
001-80623,violation
001-80733,violation
001-191703,violation
001-191705,violation
001-191362,violation
001-191359,violation
001-191478,violation
001-191482,violation
001-191483,violation
001-191587,violation
001-191275,violation
001-186723,violation
001-186691,violation
001-186441,violation
001-186448,violation
001-186452,violation
001-186453,violation
001-186454,violation
001-186432,violation
001-77392,violation
001-85079,violation
001-84971,violation
001-84670,violation
001-84896,violation
001-92996,violation
001-92988,violation
001-92699,violation
001-92723,violation
001-92772,violation
001-195868,violation
001-101337,violation
001-101325,violation
001-101283,violation
001-101223,violation
001-101175,violation
001-101198,violation
001-100964,violation
001-100972,violation
001-101231,violation
001-109289,violation
001-109326,violation
001-109249,violation
001-109219,violation
001-109187,violation
001-109193,violation
001-109130,violation
001-109116,violation
001-113299,violation
001-113414,violation
001-113416,violation
001-202750,violation
001-202617,violation
001-202637,violation
001-202639,violation
001-202640,violation
001-202641,violation
001-202633,violation
001-202620,violation
001-202622,violation
001-202632,violation
001-202530,violation
001-202531,violation
001-202555,violation
001-202554,violation
001-202550,violation
001-104963,violation
001-104911,violation
001-105004,violation
001-104940,violation
001-104866,violation
001-95875,violation
001-95882,violation
001-95771,violation
001-95314,violation
001-87836,violation
001-87884,violation
001-87886,violation
001-87458,violation
001-87735,violation
001-87354,violation
001-87622,violation
001-80077,violation
001-80050,violation
001-80081,violation
001-80129,violation
001-79910,violation
001-70837,violation
001-70685,violation
001-192949,violation
001-192465,violation
001-192466,violation
001-192209,violation
001-116736,violation
001-116369,violation
001-116408,violation
001-116410,violation
001-116412,violation
001-116330,violation
001-144132,violation
001-144109,violation
001-142844,violation
001-186017,violation
001-185303,violation
001-77932,violation
001-78369,violation
001-77692,violation
001-68715,violation
001-108761,violation
001-108465,violation
001-108605,violation
001-108623,violation
001-108676,violation
001-108578,violation
001-108580,violation
001-108506,violation
001-108478,violation
001-108400,violation
001-108423,violation
001-100481,violation
001-100377,violation
001-100548,violation
001-100379,violation
001-100381,violation
001-198565,violation
001-197251,violation
001-196880,violation
001-196891,violation
001-196612,violation
001-196682,violation
001-196613,violation
001-93851,violation
001-93866,violation
001-93872,violation
001-93890,violation
001-93823,violation
001-93798,violation
001-93671,violation
001-93742,violation
001-93575,violation
001-93580,violation
001-93608,violation
001-93410,violation
001-85767,violation
001-85276,violation
001-181391,violation
001-181392,violation
001-181390,violation
001-181178,violation
001-181197,violation
001-181208,violation
001-181070,violation
001-181071,violation
001-181076,violation
001-181077,violation
001-181078,violation
001-181079,violation
001-181080,violation
001-181081,violation
001-181082,violation
001-153769,violation
001-153901,violation
001-153472,violation
001-153353,violation
001-153350,violation
001-152987,violation
001-152989,violation
001-153022,violation
001-153025,violation
001-139932,violation
001-139897,violation
001-139894,violation
001-139498,violation
001-61923,violation
001-61805,violation
001-176965,violation
001-177085,violation
001-162705,violation
001-162761,violation
001-162424,violation
001-162614,violation
001-162214,violation
001-162207,violation
001-162212,violation
001-173088,violation
001-173351,violation
