Itemid,Judgement
001-70170,no-violation
001-201646,no-violation
001-72236,no-violation
001-72238,no-violation
001-72239,no-violation
001-72240,no-violation
001-72241,no-violation
001-89309,no-violation
001-106448,no-violation
001-106308,no-violation
001-87348,no-violation
001-95300,no-violation
001-109815,no-violation
001-79804,no-violation
001-59591,no-violation
001-83537,no-violation
001-83583,no-violation
001-67228,no-violation
001-67192,no-violation
001-58062,no-violation
001-126538,no-violation
001-58831,no-violation
001-161527,no-violation
001-175660,no-violation
001-99994,no-violation
001-100197,no-violation
001-166691,no-violation
001-59535,no-violation
001-59451,no-violation
001-58262,no-violation
001-58076,no-violation
001-58079,no-violation
001-152655,no-violation
001-128039,no-violation
001-61931,no-violation
001-145768,no-violation
001-145466,no-violation
001-60814,no-violation
001-60808,no-violation
001-58738,no-violation
001-188649,no-violation
001-82370,no-violation
001-82241,no-violation
001-72684,no-violation
001-105575,no-violation
001-105773,no-violation
001-97704,no-violation
001-110866,no-violation
001-102975,no-violation
001-94204,no-violation
001-94200,no-violation
001-94206,no-violation
001-86146,no-violation
001-69936,no-violation
001-69915,no-violation
001-58212,no-violation
001-182213,no-violation
001-163660,no-violation
001-177677,no-violation
001-58109,no-violation
001-122970,no-violation
001-57499,no-violation
001-57509,no-violation
001-57479,no-violation
001-57574,no-violation
001-57527,no-violation
001-57435,no-violation
001-60505,no-violation
001-58508,no-violation
001-141941,no-violation
001-115849,no-violation
001-70662,no-violation
001-71341,no-violation
001-80046,no-violation
001-85152,no-violation
001-84828,no-violation
001-109084,no-violation
001-104945,no-violation
001-87636,no-violation
001-87446,no-violation
001-144137,no-violation
001-181372,no-violation
001-60156,no-violation
001-176769,no-violation
001-57563,no-violation
001-57466,no-violation
001-159732,no-violation
001-60964,no-violation
001-59060,no-violation
001-57912,no-violation
