Itemid,Judgement
001-145708,violation
001-145571,violation
001-118643,violation
001-118569,violation
001-118722,violation
001-118601,violation
001-58735,violation
001-174064,violation
001-160863,violation
001-160621,violation
001-160431,violation
001-160422,violation
001-188265,violation
001-187920,violation
001-82238,violation
001-114253,violation
001-114099,violation
001-105606,violation
001-98161,violation
001-98173,violation
001-98175,violation
001-98177,violation
001-98179,violation
001-98182,violation
001-98168,violation
001-98037,violation
001-97848,violation
001-90362,violation
001-90101,violation
001-90366,violation
001-90165,violation
001-168388,violation
001-110944,violation
001-110935,violation
001-102904,violation
001-102943,violation
001-102818,violation
001-199168,violation
001-199240,violation
001-94585,violation
001-94301,violation
001-94303,violation
001-94099,violation
001-94097,violation
001-86605,violation
001-78591,violation
001-69915,violation
001-140780,violation
001-61703,violation
001-177396,violation
001-177403,violation
001-158488,violation
001-158501,violation
001-158353,violation
001-158148,violation
001-171994,violation
001-171527,violation
001-171101,violation
001-61055,violation
001-122969,violation
001-122370,violation
001-122371,violation
001-88777,violation
001-88476,violation
001-88673,violation
001-88675,violation
001-88383,violation
001-88478,violation
001-96626,violation
001-96449,violation
001-104553,violation
001-104558,violation
001-104515,violation
001-104149,violation
001-204191,violation
001-112586,violation
001-112574,violation
001-112536,violation
001-60505,violation
001-58523,violation
001-58524,violation
001-70853,violation
001-70841,violation
001-80869,violation
001-191704,violation
001-191705,violation
001-186432,violation
001-68379,violation
001-68381,violation
001-67820,violation
001-92996,violation
001-92988,violation
001-92693,violation
001-92772,violation
001-195544,violation
001-101325,violation
001-109249,violation
001-109251,violation
001-109138,violation
001-109082,violation
001-60323,violation
001-202732,violation
001-104955,violation
001-104864,violation
001-104859,violation
001-95875,violation
001-95882,violation
001-95607,violation
001-80025,violation
001-116408,violation
001-144107,violation
001-185303,violation
001-77932,violation
001-69116,violation
001-108572,violation
001-108576,violation
001-108429,violation
001-196675,violation
001-93798,violation
001-93608,violation
001-93506,violation
001-85767,violation
001-85436,violation
001-180849,violation
001-153353,violation
001-152987,violation
001-152989,violation
001-177081,violation
001-162705,violation
001-162419,violation
001-162199,violation
001-162203,violation
001-172460,violation
001-172440,violation
001-160009,violation
001-159794,violation
001-159797,violation
001-159378,violation
001-166676,violation
001-59081,violation
001-58905,violation
001-148669,violation
001-148631,violation
001-148367,violation
001-148183,violation
001-126357,violation
001-176928,no-violation
001-140020,no-violation
001-154007,no-violation
001-153770,no-violation
001-58257,no-violation
001-180317,no-violation
001-58102,no-violation
001-126027,no-violation
001-159044,no-violation
001-158945,no-violation
001-202392,no-violation
001-202424,no-violation
001-60329,no-violation
001-100903,no-violation
001-68548,no-violation
001-116064,no-violation
001-142737,no-violation
001-60448,no-violation
001-111553,no-violation
001-103526,no-violation
001-101678,no-violation
001-186768,no-violation
001-155352,no-violation
001-58200,no-violation
001-121568,no-violation
001-121570,no-violation
001-121573,no-violation
001-121574,no-violation
001-168781,no-violation
001-103218,no-violation
001-59365,no-violation
001-160217,no-violation
001-159789,no-violation
001-58176,no-violation
001-58196,no-violation
001-150676,no-violation
001-194187,no-violation
001-194307,no-violation
001-166488,no-violation
001-165755,no-violation
001-165750,no-violation
001-114492,no-violation
001-114521,no-violation
001-114473,no-violation
001-170286,no-violation
001-189640,no-violation
001-81829,no-violation
001-115144,no-violation
001-114966,no-violation
001-110206,no-violation
001-70162,no-violation
001-178921,no-violation
001-178962,no-violation
001-91576,no-violation
001-161975,no-violation
001-175144,no-violation
001-174966,no-violation
001-174965,no-violation
001-174995,no-violation
001-90743,no-violation
001-179573,no-violation
001-179232,no-violation
001-59474,no-violation
001-152655,no-violation
001-61887,no-violation
001-60707,no-violation
001-58734,no-violation
001-72684,no-violation
001-156243,no-violation
001-155359,no-violation
001-110902,no-violation
001-154527,no-violation
001-104098,no-violation
001-80046,no-violation
001-60310,no-violation
001-113328,no-violation
001-202621,no-violation
001-95771,no-violation
001-79771,no-violation
001-144123,no-violation
001-93314,no-violation
001-181393,no-violation
001-153481,no-violation
001-139166,no-violation
001-139175,no-violation
001-139177,no-violation
001-172465,no-violation
